ts_code,trade_date,close,score,green_count,s_vol,s_conc,s_drift,s_wr,s_peak,s_ma,s_dyn,signal,signal_cn,conc_change,drift_pct,action_level,priority,med_cost,main_peak,winner_ratio
601975.SH,20230911,3.28,110,6,14,25,25,15,15,0,16,ACCUMULATING,🔥 主力吸筹,-0.2715,0.045,🟢 信号确认,0,3.25,3.18,0.5758
002532.SZ,20230911,6.92,108,5,18,25,25,8,5,15,12,ACCUMULATING,🔥 主力吸筹,-0.1611,0.0483,🟢 信号确认,0,6.73,6.42,0.7139
002510.SZ,20230911,3.97,92,5,14,18,14,15,15,0,16,ACCUMULATING,🔥 主力吸筹,-0.0352,0.0155,🟢 信号确认,0,3.93,3.96,0.6193
002073.SZ,20230911,6.95,91,5,14,21,18,15,7,0,16,ACCUMULATING,🔥 主力吸筹,-0.0451,0.0287,🟢 信号确认,0,6.82,7.01,0.655
002884.SZ,20230911,16.4,86,4,14,15,18,8,7,8,16,ACCUMULATING,🔥 主力吸筹,-0.0232,0.0295,🟢 信号确认,0,16.06,16.47,0.7384
600449.SH,20230911,16.95,84,4,18,12,11,8,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.0228,0.0104,🟢 信号确认,0,16.54,16.54,0.7378
600826.SH,20230911,11.53,75,3,18,15,25,4,6,-5,12,ACCUMULATING,🔥 主力吸筹,-0.0224,0.0591,🟢 信号确认,0,11.83,11.96,0.2656
603297.SH,20230911,88.62,67,3,14,12,6,8,15,0,12,WASHING,🟡 底部洗盘,-0.0134,0.0,🟢 接近,1,86.17,86.17,0.7259
002532.SZ,20230922,6.72,106,6,14,25,25,10,12,8,12,ACCUMULATING,🔥 主力吸筹,-0.1575,0.0418,🟢 信号确认,0,6.73,6.77,0.4552
603009.SH,20230922,7.26,96,6,18,21,6,15,12,12,12,WASHING,🟡 底部洗盘,-0.0406,0.0,🟢 信号确认,0,7.21,7.27,0.5777
002413.SZ,20230922,5.44,97,5,14,15,14,15,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.022,0.0075,🟢 信号确认,0,5.35,5.29,0.6522
603556.SH,20230922,25.28,92,5,18,25,11,15,12,-5,16,ACCUMULATING,🔥 主力吸筹,-0.0743,0.0097,🟢 信号确认,0,25.1,25.34,0.5898
603002.SH,20230922,5.7,92,4,14,15,17,10,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.0168,0.0195,🟢 信号确认,0,5.75,5.79,0.4287
002510.SZ,20230922,3.94,79,4,18,18,9,10,12,0,12,ACCUMULATING,🔥 主力吸筹,-0.0305,0.0051,🟢 信号确认,0,3.94,3.96,0.4557
605179.SH,20230922,12.07,84,3,10,15,25,10,12,0,12,ACCUMULATING,🔥 主力吸筹,-0.0175,0.0463,🟢 信号确认,0,12.2,12.32,0.3398
688685.SH,20231106,20.4,110,7,14,21,18,15,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0584,0.0233,🟢 信号确认,0,20.18,20.37,0.6702
603053.SH,20231106,10.1,97,6,14,18,14,15,12,8,16,ACCUMULATING,🔥 主力吸筹,-0.0314,0.009,🟢 信号确认,0,10.09,10.11,0.5741
688676.SH,20231106,33.45,96,6,18,18,6,15,15,12,12,WASHING,🟡 底部洗盘,-0.0256,0.0,🟢 信号确认,0,32.89,32.25,0.6606
002749.SZ,20231106,10.89,94,5,14,18,12,8,15,15,12,WASHING,🟡 底部洗盘,-0.0397,-0.0046,🟢 信号确认,0,10.75,10.8,0.7392
001896.SZ,20231106,4.81,83,5,16,6,11,15,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.0082,0.0128,🟢 信号确认,0,4.76,4.78,0.6073
688513.SH,20231106,55.49,77,5,14,25,25,2,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0988,0.0865,🟢 信号确认,0,53.88,54.83,0.9038
688685.SH,20231107,20.42,110,7,14,21,18,15,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0584,0.0233,🟢 信号确认,0,20.18,20.37,0.6685
688513.SH,20231107,54.74,117,6,14,25,25,15,7,15,16,ACCUMULATING,🔥 主力吸筹,-0.0988,0.0865,🟢 信号确认,0,53.88,54.83,0.6887
603256.SH,20231107,8.69,102,6,18,21,12,15,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.0593,0.0177,🟢 信号确认,0,8.64,8.73,0.5501
000753.SZ,20231107,4.63,97,6,14,22,11,15,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.0612,0.0111,🟢 信号确认,0,4.55,4.55,0.6523
603053.SH,20231107,10.18,75,5,18,18,14,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0314,0.009,🟢 信号确认,0,10.09,10.11,0.819
300611.SZ,20231107,11.71,66,4,14,25,25,2,10,0,12,ACCUMULATING,🔥 主力吸筹,-0.0755,0.0422,🟢 接近,1,11.11,11.27,0.9264
301061.SZ,20231108,44.19,118,7,14,25,25,15,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0832,0.0988,🟢 信号确认,0,43.83,44.06,0.5766
603256.SH,20231108,8.68,98,6,14,25,8,15,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.0619,0.0082,🟢 信号确认,0,8.64,8.69,0.516
300722.SZ,20231108,27.65,105,5,18,25,12,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0856,0.0108,🟢 信号确认,0,27.19,27.34,0.7623
300611.SZ,20231108,11.55,76,5,14,25,21,8,10,12,12,ACCUMULATING,🔥 主力吸筹,-0.0742,0.0373,🟢 信号确认,0,11.11,11.27,0.8269
600456.SH,20231108,33.52,75,4,10,9,6,15,15,8,12,WASHING,🟡 底部洗盘,-0.0128,0.0,🟢 信号确认,0,32.87,33.08,0.6726
002077.SZ,20231108,16.78,71,4,10,18,17,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0294,0.0195,🟢 接近,1,16.2,16.41,0.8462
688685.SH,20231109,20.36,107,6,10,21,21,15,12,12,16,ACCUMULATING,🔥 主力吸筹,-0.0579,0.0227,🟢 信号确认,0,20.27,20.37,0.5462
300722.SZ,20231109,27.01,104,5,18,25,12,10,12,15,12,ACCUMULATING,🔥 主力吸筹,-0.0856,0.0108,🟢 信号确认,0,27.19,27.19,0.3909
600435.SH,20231109,10.89,92,5,14,18,8,15,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0253,0.0057,🟢 信号确认,0,10.67,10.67,0.6859
002077.SZ,20231109,16.55,99,4,10,18,17,8,15,15,16,ACCUMULATING,🔥 主力吸筹,-0.0359,0.0195,🟢 信号确认,0,16.2,16.41,0.7159
603053.SH,20231109,10.02,80,4,14,18,14,10,12,0,12,ACCUMULATING,🔥 主力吸筹,-0.0314,0.009,🟢 信号确认,0,10.09,10.11,0.3287
600456.SH,20231109,33.8,65,2,12,15,6,8,12,0,12,WASHING,🟡 底部洗盘,-0.0254,0.0,🟢 接近,1,33.08,33.92,0.72
688153.SH,20231115,66.69,99,5,20,21,25,15,6,0,12,ACCUMULATING,🔥 主力吸筹,-0.0567,0.045,🟢 信号确认,0,66.42,69.77,0.5298
603931.SH,20231115,30.44,87,4,10,18,9,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0269,0.0051,🟢 信号确认,0,29.78,30.25,0.7227
688366.SH,20231115,101.89,83,4,10,21,15,15,15,-5,12,ACCUMULATING,🔥 主力吸筹,-0.0459,0.0318,🟢 信号确认,0,101.69,101.69,0.5381
000753.SZ,20231115,4.58,75,4,15,12,6,15,15,0,12,WASHING,🟡 底部洗盘,-0.0125,0.0,🟢 信号确认,0,4.55,4.55,0.5891
002166.SZ,20231116,7.77,101,6,18,18,8,15,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0272,0.0065,🟢 信号确认,0,7.69,7.69,0.6532
003009.SZ,20231116,48.2,98,5,10,25,6,15,15,15,12,WASHING,🟡 底部洗盘,-0.0656,0.0,🟢 信号确认,0,47.28,47.28,0.6541
300758.SZ,20231116,10.56,90,4,14,9,17,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0113,0.017,🟢 信号确认,0,10.19,10.51,0.7609
688212.SH,20231116,65.34,75,4,12,25,25,2,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0608,0.085,🟢 信号确认,0,62.07,62.88,0.8606
002166.SZ,20231117,7.84,95,5,18,18,9,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0272,0.0065,🟢 信号确认,0,7.69,7.84,0.7258
603931.SH,20231117,31.0,69,4,10,18,14,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.033,0.0105,🟢 接近,1,29.94,30.25,0.8378
000753.SZ,20231117,4.59,79,3,11,15,6,15,15,5,12,WASHING,🟡 底部洗盘,-0.0167,0.0,🟢 信号确认,0,4.55,4.55,0.6048
688552.SH,20231120,24.37,82,5,14,18,6,15,12,5,12,WASHING,🟡 底部洗盘,-0.0359,0.0037,🟢 信号确认,0,24.16,24.45,0.6172
603931.SH,20231120,31.03,69,5,14,18,17,2,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0341,0.0159,🟢 接近,1,29.94,30.25,0.8676
605368.SH,20231120,10.19,68,2,10,15,8,8,15,0,12,ACCUMULATING,🔥 主力吸筹,-0.0201,0.006,🟢 接近,1,10.0,10.13,0.7356
002166.SZ,20231121,7.83,95,6,14,18,9,15,12,15,12,ACCUMULATING,🔥 主力吸筹,-0.0337,0.0065,🟢 信号确认,0,7.69,7.84,0.6946
002165.SZ,20231121,4.43,98,5,20,15,6,15,15,15,12,WASHING,🟡 底部洗盘,-0.0225,-0.0047,🟢 信号确认,0,4.26,4.23,0.691
689009.SH,20231121,33.84,87,4,10,21,9,15,15,5,12,WASHING,🟡 底部洗盘,-0.0502,-0.0047,🟢 信号确认,0,33.76,33.45,0.5009
000753.SZ,20231121,4.56,82,4,14,15,6,15,15,5,12,WASHING,🟡 底部洗盘,-0.0216,0.0044,🟢 信号确认,0,4.55,4.55,0.5444
605368.SH,20231121,10.13,75,3,10,15,8,15,15,0,12,ACCUMULATING,🔥 主力吸筹,-0.0201,0.006,🟢 信号确认,0,10.0,10.13,0.6119
300758.SZ,20231122,10.56,118,7,18,18,21,15,15,15,16,ACCUMULATING,🔥 主力吸筹,-0.0367,0.025,🟢 信号确认,0,10.27,10.51,0.6876
300817.SZ,20231122,16.42,116,7,20,21,21,15,15,8,16,ACCUMULATING,🔥 主力吸筹,-0.0549,0.0219,🟢 信号确认,0,16.31,16.42,0.5325
002166.SZ,20231122,7.84,95,6,14,18,9,15,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0337,0.0065,🟢 信号确认,0,7.69,7.84,0.6868
605368.SH,20231122,10.16,84,4,18,15,8,8,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.0201,0.006,🟢 信号确认,0,10.0,10.13,0.73
603848.SH,20231122,15.98,74,3,10,15,6,8,15,8,12,WASHING,🟡 底部洗盘,-0.0222,-0.0045,🟢 接近,1,15.63,15.92,0.7202
688050.SH,20231123,182.94,118,7,14,25,18,15,15,15,16,ACCUMULATING,🔥 主力吸筹,-0.1171,0.0384,🟢 信号确认,0,180.57,180.57,0.6602
300758.SZ,20231123,10.63,107,6,14,18,21,8,15,15,16,ACCUMULATING,🔥 主力吸筹,-0.0384,0.0332,🟢 信号确认,0,10.27,10.51,0.7495
002279.SZ,20231123,7.29,102,6,18,25,8,15,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.0653,0.0084,🟢 信号确认,0,7.23,7.34,0.6437
000753.SZ,20231123,4.61,92,6,18,18,6,15,15,8,12,WASHING,🟡 底部洗盘,-0.0251,0.0,🟢 信号确认,0,4.55,4.55,0.6783
605488.SH,20231123,15.55,85,5,20,12,6,15,12,8,12,WASHING,🟡 底部洗盘,-0.0121,-0.0045,🟢 信号确认,0,15.49,15.56,0.5238
605368.SH,20231123,10.19,84,4,18,15,8,8,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.0201,0.006,🟢 信号确认,0,10.0,10.13,0.7229
002907.SZ,20231123,17.67,80,4,10,12,8,15,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.0179,0.0052,🟢 信号确认,0,17.35,17.35,0.6845
600997.SH,20240226,7.94,87,4,18,9,21,8,15,0,16,ACCUMULATING,🔥 主力吸筹,-0.0076,0.0281,🟢 信号确认,0,7.68,7.91,0.7445
600997.SH,20240228,7.78,95,6,18,12,18,15,12,8,12,ACCUMULATING,🔥 主力吸筹,-0.0133,0.032,🟢 信号确认,0,7.74,7.91,0.5557
600997.SH,20240229,7.84,85,5,18,12,18,15,15,-5,12,ACCUMULATING,🔥 主力吸筹,-0.0133,0.032,🟢 信号确认,0,7.74,7.84,0.5965
600997.SH,20240301,7.9,98,6,18,12,18,15,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.0103,0.0373,🟢 信号确认,0,7.78,7.84,0.6915
688271.SH,20240305,142.5,97,4,18,25,14,8,15,5,12,ACCUMULATING,🔥 主力吸筹,-0.1048,0.0188,🟢 信号确认,0,139.7,142.28,0.7176
002430.SZ,20240429,28.95,118,6,10,25,25,15,15,12,16,ACCUMULATING,🔥 主力吸筹,-0.1209,0.0704,🟢 信号确认,0,28.89,28.65,0.5355
601963.SH,20240429,7.49,74,6,16,21,21,2,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0529,0.0338,🟢 接近,1,7.34,7.34,0.8885
000755.SZ,20240429,4.75,93,4,16,15,12,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0228,0.0132,🟢 信号确认,0,4.61,4.59,0.7485
601021.SH,20240429,55.99,90,4,10,6,25,10,12,15,12,ACCUMULATING,🔥 主力吸筹,-0.015,0.0522,🟢 信号确认,0,56.64,57.35,0.3945
601800.SH,20240429,9.21,83,3,16,6,16,8,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0069,0.0342,🟢 信号确认,0,8.78,8.41,0.7248
603983.SH,20240429,29.88,71,3,10,18,6,15,10,0,12,WASHING,🟡 底部洗盘,-0.0372,0.0,🟢 接近,1,29.03,27.95,0.6812
603119.SH,20240430,25.87,118,6,20,25,21,15,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.1028,0.0265,🟢 信号确认,0,25.21,25.21,0.6834
601963.SH,20240430,7.49,74,6,16,21,21,2,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0521,0.0295,🟢 接近,1,7.34,7.34,0.8755
002673.SZ,20240430,7.4,104,5,14,25,15,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0906,0.0212,🟢 信号确认,0,7.24,7.24,0.7015
000755.SZ,20240430,4.66,99,5,16,15,14,15,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0234,0.0154,🟢 信号确认,0,4.62,4.59,0.5736
600657.SH,20240430,3.6,98,5,18,25,6,15,10,12,12,WASHING,🟡 底部洗盘,-0.1171,0.0,🟢 信号确认,0,3.52,3.4,0.6389
002423.SZ,20240430,8.31,97,5,16,25,6,8,15,15,12,WASHING,🟡 底部洗盘,-0.0672,0.0,🟢 信号确认,0,8.11,8.16,0.7349
688349.SH,20240430,28.75,68,3,10,21,25,8,10,5,12,ACCUMULATING,🔥 主力吸筹,-0.0559,0.0487,🟢 接近,1,27.98,28.35,0.8434
603119.SH,20240506,26.06,118,6,20,25,21,15,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.094,0.0265,🟢 信号确认,0,25.21,25.21,0.6704
000063.SZ,20240506,28.74,112,6,18,25,20,15,7,15,12,ACCUMULATING,🔥 主力吸筹,-0.1103,0.0906,🟢 信号确认,0,28.18,28.76,0.5874
601801.SH,20240506,7.44,103,6,14,22,25,15,15,0,12,ACCUMULATING,🔥 主力吸筹,-0.077,0.0861,🟢 信号确认,0,7.44,7.44,0.5527
000507.SZ,20240506,5.02,95,6,14,25,6,15,15,8,12,WASHING,🟡 底部洗盘,-0.0782,0.004,🟢 信号确认,0,4.98,5.01,0.627
600736.SH,20240506,4.77,98,5,20,22,11,15,10,8,12,ACCUMULATING,🔥 主力吸筹,-0.0935,0.0107,🟢 信号确认,0,4.71,4.74,0.6765
000617.SZ,20240506,5.94,89,5,20,21,6,15,15,0,12,WASHING,🟡 底部洗盘,-0.0485,0.0,🟢 信号确认,0,5.89,5.89,0.5922
601963.SH,20240506,7.52,69,4,12,21,21,2,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0521,0.0295,🟢 接近,1,7.34,7.34,0.9094
601801.SH,20240507,7.65,111,7,14,22,25,15,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.077,0.0861,🟢 信号确认,0,7.44,7.44,0.6607
603927.SH,20240507,28.68,111,7,20,25,19,15,12,8,12,ACCUMULATING,🔥 主力吸筹,-0.1186,0.0404,🟢 信号确认,0,28.32,28.87,0.6285
000063.SZ,20240507,28.41,110,7,18,25,20,15,12,8,12,ACCUMULATING,🔥 主力吸筹,-0.1066,0.0785,🟢 信号确认,0,28.18,28.76,0.5328
002630.SZ,20240507,2.65,107,6,18,25,22,15,7,8,12,ACCUMULATING,🔥 主力吸筹,-0.1108,0.1498,🟢 信号确认,0,2.61,2.73,0.5458
603119.SH,20240507,25.99,105,6,20,25,18,15,7,8,12,ACCUMULATING,🔥 主力吸筹,-0.0958,0.0354,🟢 信号确认,0,25.43,26.08,0.666
000617.SZ,20240507,5.95,95,6,18,21,6,15,15,8,12,WASHING,🟡 底部洗盘,-0.0582,0.0,🟢 信号确认,0,5.89,5.89,0.5872
000507.SZ,20240507,5.0,92,6,14,25,6,15,12,8,12,WASHING,🟡 底部洗盘,-0.0782,0.004,🟢 信号确认,0,4.98,5.01,0.5538
601968.SH,20240507,5.46,79,6,16,25,21,2,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0634,0.0236,🟢 信号确认,0,5.2,5.29,0.8773
601788.SH,20240507,16.6,82,5,14,21,8,15,12,0,12,ACCUMULATING,🔥 主力吸筹,-0.0533,0.0092,🟢 信号确认,0,16.46,16.62,0.598
000755.SZ,20240507,4.71,98,4,12,15,17,15,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0241,0.0199,🟢 信号确认,0,4.62,4.59,0.6682
603119.SH,20240508,25.56,117,7,20,25,18,15,12,15,12,ACCUMULATING,🔥 主力吸筹,-0.0958,0.0354,🟢 信号确认,0,25.43,26.08,0.5327
000783.SZ,20240508,5.55,117,6,14,25,17,15,15,15,16,ACCUMULATING,🔥 主力吸筹,-0.0626,0.0169,🟢 信号确认,0,5.41,5.35,0.648
301200.SZ,20240508,34.69,99,5,14,25,11,15,7,15,12,ACCUMULATING,🔥 主力吸筹,-0.09,0.0116,🟢 信号确认,0,34.03,34.82,0.6743
600826.SH,20240508,8.91,95,5,10,25,21,15,12,0,12,ACCUMULATING,🔥 主力吸筹,-0.1055,0.0242,🟢 信号确认,0,8.87,9.02,0.5627
601968.SH,20240508,5.39,80,5,16,25,21,8,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0634,0.0236,🟢 信号确认,0,5.2,5.29,0.811
600909.SH,20240508,4.74,84,4,10,21,8,15,10,8,12,ACCUMULATING,🔥 主力吸筹,-0.0592,0.0064,🟢 信号确认,0,4.7,4.67,0.6181
603658.SH,20240508,56.59,84,4,10,25,15,15,12,-5,12,ACCUMULATING,🔥 主力吸筹,-0.0615,0.0223,🟢 信号确认,0,56.32,56.62,0.5304
601965.SH,20240508,20.18,76,3,10,21,8,8,5,12,12,ACCUMULATING,🔥 主力吸筹,-0.0571,0.0057,🟢 信号确认,0,19.26,18.79,0.7203
000783.SZ,20240509,5.57,125,7,18,25,21,15,15,15,16,ACCUMULATING,🔥 主力吸筹,-0.0634,0.0244,🟢 信号确认,0,5.45,5.35,0.6333
603992.SH,20240509,18.26,117,6,18,25,25,15,7,15,12,ACCUMULATING,🔥 主力吸筹,-0.1207,0.0795,🟢 信号确认,0,18.2,18.39,0.5026
603927.SH,20240509,28.37,103,6,16,25,15,15,12,8,12,ACCUMULATING,🔥 主力吸筹,-0.1152,0.0298,🟢 信号确认,0,28.32,28.87,0.5549
600826.SH,20240509,9.0,109,5,10,25,21,15,7,15,16,ACCUMULATING,🔥 主力吸筹,-0.1055,0.0242,🟢 信号确认,0,8.87,9.02,0.6467
603119.SH,20240509,25.69,104,5,12,25,18,15,7,15,12,ACCUMULATING,🔥 主力吸筹,-0.087,0.0354,🟢 信号确认,0,25.43,26.08,0.5995
600736.SH,20240509,4.76,103,5,20,25,6,15,10,15,12,WASHING,🟡 底部洗盘,-0.068,0.0,🟢 信号确认,0,4.71,4.74,0.6031
601968.SH,20240509,5.47,75,5,16,25,21,2,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0658,0.0338,🟢 信号确认,0,5.2,5.29,0.8748
000507.SZ,20240509,5.06,99,4,18,25,11,8,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0889,0.0101,🟢 信号确认,0,4.98,5.01,0.7392
300010.SZ,20240509,2.55,92,4,10,25,25,15,10,-5,12,ACCUMULATING,🔥 主力吸筹,-0.1827,0.0944,🟢 信号确认,0,2.55,2.55,0.5284
600909.SH,20240509,4.79,85,4,18,21,8,8,10,8,12,ACCUMULATING,🔥 主力吸筹,-0.0592,0.0064,🟢 信号确认,0,4.7,4.67,0.7106
002508.SZ,20240509,24.4,84,4,12,21,12,15,12,0,12,ACCUMULATING,🔥 主力吸筹,-0.0439,0.0175,🟢 信号确认,0,23.86,24.41,0.672
000783.SZ,20240510,5.6,125,7,18,25,21,15,15,15,16,ACCUMULATING,🔥 主力吸筹,-0.0634,0.0244,🟢 信号确认,0,5.45,5.35,0.671
000617.SZ,20240510,5.95,91,6,14,21,6,15,15,8,12,WASHING,🟡 底部洗盘,-0.0485,0.0,🟢 信号确认,0,5.89,5.89,0.5997
000507.SZ,20240510,5.04,106,5,18,25,11,15,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0841,0.0101,🟢 信号确认,0,4.98,5.01,0.6853
000403.SZ,20240510,28.85,102,5,10,21,25,15,7,12,12,ACCUMULATING,🔥 主力吸筹,-0.0483,0.0799,🟢 信号确认,0,28.52,29.65,0.576
002508.SZ,20240510,24.41,93,5,12,21,18,15,15,0,12,ACCUMULATING,🔥 主力吸筹,-0.0505,0.0235,🟢 信号确认,0,24.0,24.41,0.6718
000029.SZ,20240510,11.41,88,5,10,21,7,15,15,8,12,WASHING,🟡 底部洗盘,-0.0423,-0.0044,🟢 信号确认,0,11.23,11.39,0.6652
002185.SZ,20240510,8.22,82,5,16,21,6,15,12,0,12,WASHING,🟡 底部洗盘,-0.0597,0.0,🟢 信号确认,0,8.15,8.26,0.6545
601788.SH,20240510,16.53,76,4,10,21,6,15,12,0,12,WASHING,🟡 底部洗盘,-0.0423,0.0,🟢 信号确认,0,16.46,16.54,0.5413
601968.SH,20240510,5.5,71,4,10,25,21,2,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0739,0.0338,🟢 接近,1,5.2,5.29,0.9145
000831.SZ,20240513,29.19,114,6,18,25,25,10,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.1157,0.0428,🟢 信号确认,0,29.27,29.61,0.4865
000063.SZ,20240513,28.59,108,6,14,25,15,15,12,15,12,ACCUMULATING,🔥 主力吸筹,-0.0788,0.0214,🟢 信号确认,0,28.18,28.76,0.6161
000403.SZ,20240513,28.9,106,6,14,21,25,15,7,12,12,ACCUMULATING,🔥 主力吸筹,-0.0496,0.086,🟢 信号确认,0,28.68,29.65,0.567
600736.SH,20240513,4.74,101,6,20,25,6,15,15,8,12,WASHING,🟡 底部洗盘,-0.062,0.0,🟢 信号确认,0,4.74,4.74,0.5908
600226.SH,20240513,2.55,104,5,20,21,16,15,15,5,12,ACCUMULATING,🔥 主力吸筹,-0.0581,0.0203,🟢 信号确认,0,2.51,2.5,0.6255
600392.SH,20240513,10.32,97,5,18,15,25,15,12,0,12,ACCUMULATING,🔥 主力吸筹,-0.042,0.1045,🟢 信号确认,0,10.25,10.33,0.5042
601882.SH,20240513,27.4,91,5,18,25,18,4,6,8,12,ACCUMULATING,🔥 主力吸筹,-0.0799,0.0252,🟢 信号确认,0,28.11,28.62,0.2253
