ticker,pool,signal_date,entry_date,entry_price,exit_date,exit_price,days_held,shares,partial_sold,realized_pnl,pnl_pct,entry_score,exit_reason,capital_used,dyn_signal,green_count
TLK,C,2025-09-23,2025-09-24,19.269,2025-10-15,18.721,15,518,False,-288.71,-2.89,118,横盘15天出场,9986.46,ACCUMULATING,7
AES,C,2025-09-23,2025-09-24,12.856,2025-10-10,13.717,12,777,True,992.14,9.93,116,MA10追踪出场,9993.77,ACCUMULATING,7
MP,C,2025-09-24,2025-09-25,70.57,2025-10-17,80.709,16,141,True,1308.89,13.15,109,MA10追踪出场,9955.42,ACCUMULATING,7
FLS,C,2025-09-24,2025-09-25,54.057,2025-10-10,49.143,11,184,False,-908.76,-9.13,103,硬止损-9%,9951.47,ACCUMULATING,7
FVRR,C,2025-09-25,2025-09-26,24.895,2025-10-10,22.632,10,401,False,-912.08,-9.13,114,硬止损-9%,9987.83,ACCUMULATING,7
FNF,C,2025-10-02,2025-10-03,56.344,2025-11-11,55.419,27,177,False,-168.52,-1.69,105,横盘27天出场,9977.83,ACCUMULATING,7
MP,C,2025-10-03,2025-10-06,73.373,2025-10-17,80.709,9,136,True,882.11,8.84,117,MA10追踪出场,9983.76,ACCUMULATING,7
FVRR,C,2025-10-06,2025-10-07,24.304,2025-10-13,22.095,4,411,False,-912.65,-9.13,124,硬止损-9%,9994.05,ACCUMULATING,7
AIR,C,2025-10-09,2025-10-10,81.081,2025-11-06,82.168,19,123,False,128.62,1.29,117,横盘19天出场,9977.95,ACCUMULATING,7
LYG,C,2025-10-13,2025-10-14,4.387,2025-11-20,4.407,27,2279,False,41.67,0.42,111,横盘27天出场,10002.84,ACCUMULATING,7
AWI,C,2025-10-13,2025-10-14,194.71,2025-11-04,189.066,15,51,False,-292.66,-2.95,106,横盘15天出场,9935.18,ACCUMULATING,7
AIR,C,2025-10-16,2025-10-17,82.462,2025-11-07,82.338,15,121,False,-20.08,-0.2,124,横盘15天出场,9982.94,ACCUMULATING,7
UNM,C,2025-10-21,2025-10-22,75.755,2025-11-12,76.797,15,132,False,132.39,1.32,110,横盘15天出场,10004.72,ACCUMULATING,7
BAP,C,2025-10-29,2025-10-30,262.462,2025-11-14,238.602,11,38,False,-911.23,-9.13,114,硬止损-9%,9978.55,ACCUMULATING,7
FMX,C,2025-10-30,2025-10-31,94.444,2025-11-21,94.735,15,105,False,25.56,0.26,123,横盘15天出场,9921.61,ACCUMULATING,7
SATS,C,2025-11-03,2025-11-04,73.393,2025-11-17,66.721,9,136,False,-911.95,-9.13,112,硬止损-9%,9986.48,ACCUMULATING,7
MSGE,C,2025-11-05,2025-11-06,44.264,2025-12-16,52.228,27,225,True,1669.84,16.76,110,MA10追踪出场,9964.43,ACCUMULATING,7
AEO,C,2025-11-11,2025-11-12,17.598,2025-12-24,26.325,29,568,True,3756.85,37.57,122,MA10追踪出场,10000.75,ACCUMULATING,7
SA,C,2025-11-20,2025-11-21,23.644,2025-12-15,28.511,15,422,True,1935.54,19.39,113,MA10追踪出场,9982.6,ACCUMULATING,7
AEO,C,2025-11-20,2025-11-21,17.45,2025-12-24,26.325,22,573,True,3872.87,38.71,107,MA10追踪出场,10003.67,ACCUMULATING,7
KOF,C,2025-11-24,2025-11-25,87.427,2026-01-26,105.684,40,114,True,1827.49,18.33,106,持仓40天强制出场,9971.7,ACCUMULATING,7
VIST,C,2025-11-25,2025-11-26,48.448,2025-12-23,47.093,18,206,False,-284.09,-2.85,114,横盘18天出场,9985.36,ACCUMULATING,7
PUMP,C,2026-01-05,2026-01-06,9.9,2026-01-28,10.649,15,1010,True,889.12,8.89,114,MA10追踪出场,10003.89,ACCUMULATING,7
RHP,C,2026-01-05,2026-01-06,92.441,2026-01-28,92.157,15,108,False,-35.57,-0.36,111,横盘15天出场,9988.58,ACCUMULATING,7
PAGS,C,2026-01-06,2026-01-07,9.81,2026-02-03,11.329,18,1019,True,1538.56,15.38,118,MA10追踪出场,10001.18,ACCUMULATING,7
BTE,C,2026-01-06,2026-01-07,3.091,2026-02-02,3.353,17,3235,True,972.35,9.72,117,MA10追踪出场,10003.57,ACCUMULATING,7
SUPV,C,2026-01-06,2026-01-07,11.782,2026-01-14,10.711,5,848,False,-912.82,-9.13,116,硬止损-9%,9995.94,ACCUMULATING,7
NOK,C,2026-01-07,2026-01-08,6.607,2026-01-30,6.424,15,1513,False,-281.78,-2.82,113,横盘15天出场,10000.78,ACCUMULATING,7
GDOT,C,2026-01-07,2026-01-08,12.773,2026-02-17,11.612,26,782,False,-912.58,-9.13,112,硬止损-9%,9993.29,ACCUMULATING,7
WWW,C,2026-01-08,2026-01-09,19.082,2026-01-26,17.347,10,524,False,-913.53,-9.13,121,硬止损-9%,10003.73,ACCUMULATING,7
BX,C,2026-01-08,2026-01-09,154.214,2026-01-29,140.194,13,64,False,-901.74,-9.13,118,硬止损-9%,9874.6,ACCUMULATING,7
ICE,C,2026-01-08,2026-01-09,162.179,2026-02-03,162.382,16,61,False,7.48,0.08,105,横盘16天出场,9897.84,ACCUMULATING,7
DXCM,C,2026-01-09,2026-01-12,66.807,2026-02-10,68.092,20,149,False,186.41,1.87,126,横盘20天出场,9959.18,ACCUMULATING,7
QCOM,C,2026-01-09,2026-01-12,174.933,2026-01-16,159.03,4,57,False,-911.01,-9.13,123,硬止损-9%,9976.15,ACCUMULATING,7
SHOP,C,2026-01-09,2026-01-12,162.694,2026-01-20,147.903,5,61,False,-906.73,-9.13,114,硬止损-9%,9929.27,ACCUMULATING,7
CLF,C,2026-01-12,2026-01-13,13.173,2026-01-28,14.036,10,759,True,912.26,9.12,120,MA10追踪出场,10003.43,ACCUMULATING,7
LITE,C,2026-01-12,2026-01-13,337.272,2026-01-23,337.609,7,29,True,153.53,1.57,114,成本止损,9785.78,ACCUMULATING,7
TRU,C,2026-01-12,2026-01-13,84.962,2026-02-02,77.238,13,117,False,-908.21,-9.13,113,硬止损-9%,9945.49,ACCUMULATING,7
EFX,C,2026-01-13,2026-01-14,217.051,2026-02-03,197.319,13,46,False,-912.22,-9.13,112,硬止损-9%,9989.34,ACCUMULATING,7
MAA,C,2026-01-14,2026-01-15,133.133,2026-02-06,130.399,15,75,False,-209.88,-2.1,121,横盘15天出场,9989.94,ACCUMULATING,7
COHR,C,2026-01-14,2026-01-15,192.522,2026-02-04,210.789,13,51,True,1098.35,11.18,118,MA10追踪出场,9823.55,ACCUMULATING,7
KDP,C,2026-01-14,2026-01-15,27.882,2026-02-06,28.133,15,358,False,84.92,0.85,115,横盘15天出场,9986.69,ACCUMULATING,7
ALK,C,2026-01-15,2026-01-16,49.459,2026-02-12,55.634,18,202,True,1397.31,13.98,124,MA10追踪出场,9995.8,ACCUMULATING,7
NOK,C,2026-01-15,2026-01-16,6.657,2026-03-17,8.541,40,1502,True,2435.14,24.34,123,持仓40天强制出场,10003.29,ACCUMULATING,7
CI,C,2026-01-15,2026-01-16,275.081,2026-02-20,278.495,23,36,False,117.91,1.19,113,横盘23天出场,9907.87,ACCUMULATING,7
EXPE,C,2026-01-16,2026-01-20,276.417,2026-02-03,251.288,10,36,False,-909.17,-9.13,115,硬止损-9%,9955.99,ACCUMULATING,7
PAGS,C,2026-01-16,2026-01-20,9.81,2026-02-03,11.329,10,1019,True,1538.56,15.38,111,MA10追踪出场,10001.18,ACCUMULATING,7
VTR,C,2026-01-16,2026-01-20,77.72,2026-03-18,86.687,40,128,False,1142.23,11.48,109,持仓40天强制出场,9953.11,ACCUMULATING,7
REZI,C,2026-01-20,2026-01-21,36.266,2026-02-11,36.364,15,275,False,21.78,0.22,126,横盘15天出场,9978.2,ACCUMULATING,7
CWK,C,2026-01-20,2026-01-21,16.867,2026-02-03,15.333,9,592,False,-912.29,-9.13,120,硬止损-9%,9990.17,ACCUMULATING,7
BX,C,2026-01-21,2026-01-22,155.638,2026-01-29,141.489,5,64,False,-910.07,-9.13,123,硬止损-9%,9965.84,ACCUMULATING,7
EDU,C,2026-01-21,2026-01-22,55.415,2026-02-09,60.0,12,180,True,753.32,7.55,111,MA10追踪出场,9979.75,ACCUMULATING,7
OHI,C,2026-01-21,2026-01-22,43.925,2026-03-20,44.745,40,227,False,181.15,1.82,109,横盘40天出场,9975.92,ACCUMULATING,7
MAA,C,2026-01-22,2026-01-23,133.063,2026-02-13,133.775,15,75,False,48.32,0.48,118,横盘15天出场,9984.74,ACCUMULATING,7
BTE,C,2026-01-22,2026-01-23,3.29,2026-03-23,4.096,40,3039,True,2123.7,21.23,116,持仓40天强制出场,10003.77,ACCUMULATING,7
CAH,C,2026-01-22,2026-01-23,206.746,2026-03-18,211.146,37,48,False,206.15,2.08,106,横盘37天出场,9928.76,ACCUMULATING,7
LITE,C,2026-01-23,2026-01-26,338.088,2026-03-04,680.119,26,29,True,7250.84,73.92,122,MA10追踪出场,9809.45,ACCUMULATING,7
LLY,C,2026-01-23,2026-01-26,1061.501,2026-02-17,1035.014,15,9,False,-243.04,-2.54,119,横盘15天出场,9558.28,ACCUMULATING,7
ALK,C,2026-01-23,2026-01-26,50.681,2026-02-12,55.634,13,197,True,1214.32,12.16,114,MA10追踪出场,9989.08,ACCUMULATING,7
AMZN,C,2026-01-26,2026-01-27,239.93,2026-02-06,218.118,8,41,False,-898.76,-9.13,114,硬止损-9%,9842.04,ACCUMULATING,7
NWE,C,2026-01-26,2026-01-27,65.893,2026-02-18,67.71,15,151,False,269.22,2.7,113,横盘15天出场,9954.88,ACCUMULATING,7
RHP,C,2026-01-26,2026-01-27,94.643,2026-02-27,97.353,22,105,False,279.37,2.81,109,横盘22天出场,9942.53,ACCUMULATING,7
AER,C,2026-01-27,2026-01-28,143.716,2026-02-23,147.195,17,69,False,234.97,2.37,116,横盘17天出场,9921.34,ACCUMULATING,7
JBHT,C,2026-01-27,2026-01-28,202.777,2026-02-13,221.538,12,49,True,1051.58,10.58,113,MA10追踪出场,9941.04,ACCUMULATING,7
MS,C,2026-01-27,2026-01-28,181.621,2026-02-13,165.11,12,55,False,-912.66,-9.13,107,硬止损-9%,9994.16,ACCUMULATING,7
BIIB,C,2026-01-29,2026-01-30,177.267,2026-03-13,181.368,29,56,False,224.6,2.26,122,横盘29天出场,9931.92,ACCUMULATING,7
MOH,C,2026-01-29,2026-01-30,183.563,2026-02-06,166.876,5,54,False,-905.64,-9.13,121,硬止损-9%,9917.38,ACCUMULATING,7
CWK,C,2026-01-29,2026-01-30,16.406,2026-02-04,14.915,3,609,False,-912.87,-9.13,120,硬止损-9%,9996.49,ACCUMULATING,7
ARMK,C,2026-01-30,2026-02-02,38.431,2026-03-19,39.121,32,260,False,174.35,1.74,103,横盘32天出场,9996.98,ACCUMULATING,7
TRNO,C,2026-01-30,2026-02-02,61.242,2026-03-06,61.971,23,163,False,113.87,1.14,100,横盘23天出场,9987.41,ACCUMULATING,7
CTAS,C,2026-02-02,2026-02-03,187.457,2026-03-16,192.547,28,53,False,264.71,2.66,123,横盘28天出场,9940.16,ACCUMULATING,7
REZI,C,2026-02-02,2026-02-03,35.556,2026-03-03,35.591,19,281,True,490.94,4.91,123,成本止损,9996.1,ACCUMULATING,7
BKH,C,2026-02-02,2026-02-03,72.012,2026-02-25,73.347,15,138,False,179.05,1.8,104,横盘15天出场,9942.68,ACCUMULATING,7
LAZ,C,2026-02-03,2026-02-04,52.03,2026-02-26,52.857,15,192,False,153.66,1.54,112,横盘15天出场,9994.82,ACCUMULATING,7
AMZN,C,2026-02-03,2026-02-04,239.099,2026-02-06,217.362,2,41,False,-895.65,-9.13,110,硬止损-9%,9807.95,ACCUMULATING,7
MS,C,2026-02-03,2026-02-04,182.913,2026-02-12,166.284,6,54,False,-902.43,-9.13,106,硬止损-9%,9882.23,ACCUMULATING,7
META,C,2026-02-04,2026-02-05,663.675,2026-02-27,646.978,15,15,False,-255.32,-2.56,101,横盘15天出场,9960.11,ACCUMULATING,7
NWE,C,2026-02-09,2026-02-10,66.795,2026-03-09,68.541,18,149,False,255.01,2.56,107,横盘18天出场,9957.47,ACCUMULATING,7
WBD,C,2026-02-12,2026-02-13,28.098,2026-03-09,27.722,15,355,False,-138.34,-1.39,109,横盘15天出场,9979.8,ACCUMULATING,7
OXM,C,2026-03-05,2026-03-06,38.049,2026-03-18,34.59,8,262,False,-910.79,-9.13,120,硬止损-9%,9973.72,ACCUMULATING,7
FFIV,C,2026-03-20,2026-03-23,288.658,2026-04-14,294.895,15,34,False,207.03,2.11,111,横盘15天出场,9819.29,ACCUMULATING,7
UAMY,C,2026-03-24,2026-03-25,9.64,2026-03-26,8.763,1,1037,False,-913.31,-9.13,121,硬止损-9%,10001.29,ACCUMULATING,7
FFIV,C,2026-03-27,2026-03-30,283.693,2026-04-17,310.559,13,35,False,934.87,9.41,117,持仓40天强制出场,9934.23,ACCUMULATING,7
AMX,C,2026-03-30,2026-03-31,24.975,2026-04-17,26.344,12,400,False,542.2,5.42,108,持仓40天强制出场,9994.98,ACCUMULATING,7
ATGE,C,2026-04-15,2026-04-16,112.853,2026-04-17,117.792,1,88,False,429.48,4.32,113,持仓40天强制出场,9936.01,ACCUMULATING,7
