ticker,trade_date,pool,close,score,green_count,rs_rank,vol_ratio,chg_3d,chg_5d,pct_chg,pct_from_52h,ma10,ma21,ma50,ma10_slope,signal
LAC,2025-09-24,A,6.010000228881836,22,7,99.4,31.5,84.9,84.4,95.77,4.6,3.42,3.14,2.99,15.37,🟢 强势突破
SCCO,2025-09-24,A,116.28631591796875,22,7,85.6,4.2,8.6,11.8,8.38,1.6,106.55,101.44,96.26,4.71,🟢 强势突破
TGB,2025-09-24,A,4.059999942779541,22,7,92.5,3.6,8.0,10.9,8.56,3.6,3.7,3.5,3.34,5.92,🟢 强势突破
BKR,2025-09-24,A,49.44765090942383,19,7,90.8,1.5,5.3,7.3,1.92,0.5,47.05,46.04,44.12,2.41,🟢 强势突破
BKD,2025-09-24,A,8.5,18,7,83.4,1.5,7.5,12.9,1.8,0.6,7.84,7.76,7.62,3.58,🟢 强势突破
XEL,2025-09-24,A,76.76570129394531,22,6,76.4,2.9,8.1,8.2,6.69,0.3,71.9,71.27,71.06,1.31,🟢 强势突破
CVE,2025-09-24,A,17.699064254760742,20,6,89.2,2.1,4.8,2.1,2.65,1.0,17.16,16.8,15.63,2.94,🟢 强势突破
APA,2025-09-24,A,23.92214584350586,19,6,92.5,2.0,4.0,1.1,1.79,2.3,23.2,22.75,20.68,2.6,🟢 强势突破
HBM,2025-09-24,A,14.115606307983398,23,5,93.4,2.1,1.7,4.4,5.06,2.1,13.72,13.03,11.35,3.22,🟢 强势突破
GM,2025-09-24,A,59.659358978271484,17,5,85.0,1.5,1.6,2.0,2.29,0.4,58.64,58.26,55.61,0.99,🟢 强势突破
HAL,2025-09-24,A,24.168516159057617,16,5,82.4,1.5,8.6,9.8,0.7,5.4,22.47,22.17,21.61,2.48,🟢 强势突破
DNN,2025-09-24,A,2.75,15,5,95.9,1.6,3.0,8.3,-2.48,6.8,2.6,2.45,2.25,7.17,🟢 强势突破
AEG,2025-09-24,A,8.050000190734863,19,4,76.8,2.8,3.2,4.5,0.25,1.2,7.81,7.75,7.5,2.04,🟢 强势突破
UTI,2025-09-24,B,30.610000610351562,12,4,12.2,2.2,8.2,10.7,5.55,15.7,28.36,27.72,28.7,3.22,🟢 确认突破
URA,2025-09-24,A,46.37614822387695,11,4,87.8,1.5,-1.7,9.1,-3.51,5.4,44.29,41.57,39.48,8.83,🟢 确认突破
CRK,2025-09-24,B,19.200000762939453,8,4,1.4,1.6,13.6,12.0,2.02,38.4,17.2,16.52,17.4,6.86,🟡 突破初期
CM,2025-09-24,A,80.0295639038086,14,3,75.1,2.9,-1.1,0.6,-1.21,1.7,79.79,78.21,74.85,1.66,🟢 确认突破
ELV,2025-09-24,B,322.71710205078125,8,3,7.6,1.0,4.0,5.8,0.82,28.2,311.42,309.68,297.91,1.7,🟡 突破初期
TRGP,2025-09-24,B,170.20477294921875,10,2,31.1,0.8,4.7,3.4,1.2,16.3,164.73,163.51,163.03,1.71,🟢 确认突破
GIS,2025-09-24,B,48.94918441772461,9,1,32.8,0.9,1.5,3.9,1.09,22.4,47.91,47.71,47.7,0.25,🟡 突破初期
INTC,2025-09-25,A,33.9900016784668,23,7,95.4,2.8,18.2,11.2,8.87,0.8,28.25,26.3,23.89,11.93,🟢 强势突破
DQ,2025-09-25,A,30.920000076293945,22,7,99.3,2.1,15.9,19.0,8.87,0.9,27.19,26.66,24.16,0.34,🟢 强势突破
SNX,2025-09-25,A,158.35626220703125,21,7,80.4,3.1,5.4,5.9,6.22,0.1,150.35,149.22,146.64,0.67,🟢 强势突破
PSX,2025-09-25,A,136.78280639648438,17,7,80.4,1.9,7.3,5.9,1.82,0.4,130.48,130.18,124.86,0.7,🟢 强势突破
EGO,2025-09-25,A,28.50296974182129,17,6,92.8,1.6,0.2,5.8,1.78,2.4,27.87,26.69,23.89,3.15,🟢 强势突破
HCC,2025-09-25,A,64.096435546875,17,6,95.6,1.5,3.9,0.7,2.97,2.1,62.18,60.11,58.25,3.05,🟢 强势突破
XEL,2025-09-25,A,76.09586334228516,19,5,77.1,2.0,6.8,7.0,-0.87,2.0,72.39,71.52,71.23,1.93,🟢 强势突破
CVE,2025-09-25,A,17.589750289916992,17,5,89.7,2.4,3.6,1.3,-0.62,2.0,17.24,16.85,15.7,2.81,🟢 强势突破
RIO,2025-09-25,A,63.65006637573242,17,5,76.1,1.8,2.8,5.6,2.44,1.1,61.62,61.25,59.89,0.75,🟢 强势突破
SCCO,2025-09-25,A,114.78772735595703,17,5,76.8,1.9,5.9,10.0,-1.29,2.9,107.81,102.38,96.71,5.3,🟢 强势突破
BTU,2025-09-25,A,24.424684524536133,15,5,98.7,1.5,6.5,12.6,-4.92,6.8,22.09,19.78,17.94,13.8,🟢 强势突破
FE,2025-09-25,A,43.39591979980469,14,3,72.0,1.6,2.1,1.9,0.36,0.8,42.77,42.7,42.12,0.39,🟢 确认突破
UTI,2025-09-25,B,30.700000762939453,9,3,14.7,2.1,5.5,7.4,0.29,15.5,28.6,27.92,28.67,3.6,🟡 突破初期
INTC,2025-09-26,A,35.5,23,7,96.0,2.4,21.0,20.0,4.44,2.2,29.39,26.8,24.15,14.15,🟢 强势突破
EA,2025-09-26,A,192.9866485595703,22,7,85.1,5.3,11.1,11.7,14.87,2.0,173.69,171.38,166.82,1.75,🟢 强势突破
SNX,2025-09-26,A,163.12608337402344,20,7,84.8,1.6,8.3,9.7,3.01,0.1,151.63,149.94,147.08,1.5,🟢 强势突破
CLF,2025-09-26,A,12.369999885559082,19,7,96.9,1.5,7.6,6.5,2.49,0.1,11.74,11.36,10.79,2.4,🟢 强势突破
FE,2025-09-26,A,44.56321716308594,19,6,76.2,2.5,3.7,5.1,2.69,0.1,42.93,42.78,42.23,0.82,🟢 强势突破
CENX,2025-09-26,A,27.989999771118164,19,6,95.7,1.5,4.2,1.5,7.82,1.7,26.69,24.58,23.21,7.04,🟢 强势突破
F,2025-09-26,A,11.7454833984375,21,4,72.0,2.2,2.4,3.4,3.36,2.5,11.44,11.42,11.18,0.52,🟢 强势突破
CVE,2025-09-26,A,17.65931510925293,17,4,89.5,1.8,2.4,4.6,0.4,2.3,17.33,16.89,15.78,2.71,🟢 强势突破
EGO,2025-09-26,A,28.80247688293457,17,4,93.8,1.8,0.8,3.4,1.05,1.3,27.95,26.91,24.06,2.76,🟢 强势突破
RIO,2025-09-26,A,63.037208557128906,19,3,72.7,2.1,1.9,3.9,-0.96,2.0,61.85,61.37,60.01,1.38,🟢 强势突破
HSBC,2025-09-26,A,67.43641662597656,13,3,77.3,1.5,-0.5,0.1,1.29,1.7,67.24,65.48,63.16,1.47,🟢 确认突破
DNN,2025-09-26,A,2.7699999809265137,12,3,95.7,1.5,-1.8,3.7,-3.15,6.1,2.68,2.51,2.28,7.88,🟢 确认突破
AR,2025-09-26,B,34.11000061035156,8,2,5.6,1.2,2.3,7.6,0.18,22.5,32.92,32.65,32.53,1.53,🟡 突破初期
HBM,2025-09-29,A,15.205267906188965,23,7,93.5,2.5,7.7,7.0,7.42,1.7,13.95,13.42,11.62,2.52,🟢 强势突破
CENX,2025-09-29,A,29.399999618530273,23,7,96.6,2.2,13.7,7.5,5.04,2.3,27.03,24.91,23.39,6.0,🟢 强势突破
EA,2025-09-29,A,201.67030334472656,22,7,88.2,6.9,20.7,16.5,4.5,0.8,176.72,172.86,167.86,3.19,🟢 强势突破
CLF,2025-09-29,A,12.84000015258789,21,7,97.1,1.5,9.5,9.3,3.8,1.1,11.83,11.45,10.85,2.57,🟢 强势突破
BTU,2025-09-29,A,26.68401336669922,21,7,98.9,1.6,3.9,16.3,9.29,0.6,23.38,20.62,18.34,15.51,🟢 强势突破
SA,2025-09-29,A,23.690000534057617,21,7,96.6,1.8,11.7,8.1,8.17,0.3,21.01,19.45,17.66,9.08,🟢 强势突破
TGB,2025-09-29,A,4.230000019073486,21,7,91.1,1.7,4.2,11.6,4.44,0.5,3.86,3.63,3.39,7.3,🟢 强势突破
MUX,2025-09-29,A,16.65999984741211,20,7,97.4,1.6,14.7,11.1,7.14,3.0,14.64,14.07,12.13,5.19,🟢 强势突破
HASI,2025-09-29,A,29.744041442871094,18,5,78.9,1.5,4.3,6.7,1.25,0.1,28.2,27.54,26.67,3.58,🟢 强势突破
CVNA,2025-09-29,A,392.6600036621094,16,5,78.7,1.6,4.8,0.5,6.33,5.0,378.98,372.53,359.9,1.74,🟢 强势突破
FSM,2025-09-29,A,8.680000305175781,16,5,90.7,1.5,3.1,2.0,0.12,2.7,8.33,8.11,7.45,2.78,🟢 强势突破
OXY,2025-09-29,A,47.5961799621582,19,4,76.5,2.2,2.6,5.1,1.33,3.7,46.51,46.03,44.75,1.62,🟢 强势突破
FE,2025-09-29,A,44.54359817504883,17,4,74.8,1.7,3.0,4.8,-0.04,0.1,43.1,42.87,42.32,1.24,🟢 强势突破
F,2025-09-29,A,11.823720932006836,16,4,72.9,1.5,4.0,3.7,0.67,1.9,11.48,11.44,11.2,0.9,🟢 强势突破
CRH,2025-09-29,A,114.187744140625,14,4,87.0,1.5,1.8,-0.1,0.81,1.5,112.68,112.27,107.83,0.32,🟢 确认突破
UBS,2025-09-29,A,41.33000183105469,12,4,84.7,2.1,-0.5,-2.5,1.37,2.9,41.51,40.94,39.7,0.69,🟢 确认突破
ETR,2025-09-29,A,92.32269287109375,18,3,73.6,1.5,2.1,4.8,1.41,0.3,88.89,87.97,87.88,1.44,🟢 强势突破
GD,2025-09-29,A,327.84808349609375,16,3,75.8,1.6,2.6,2.9,0.55,1.6,321.44,320.71,314.78,0.2,🟢 强势突破
RTX,2025-09-29,A,162.44627380371094,15,3,72.2,1.5,1.4,2.6,0.17,2.8,159.06,157.23,155.63,1.96,🟢 强势突破
CRK,2025-09-29,B,20.239999771118164,8,3,2.2,1.4,5.4,14.5,2.69,35.1,18.32,17.06,17.19,10.83,🟡 突破初期
UNFI,2025-09-30,A,37.619998931884766,23,7,96.9,3.8,24.6,27.6,18.45,1.2,30.97,29.79,28.29,5.45,🟢 强势突破
CRH,2025-09-30,A,119.47911071777344,21,7,89.9,2.1,7.3,5.1,4.63,1.4,113.42,112.6,108.34,0.68,🟢 强势突破
FSM,2025-09-30,A,8.960000038146973,21,7,91.6,1.6,4.7,5.0,3.23,1.9,8.43,8.17,7.5,3.04,🟢 强势突破
VIPS,2025-09-30,A,18.85692596435547,19,7,90.7,1.9,6.2,7.6,2.88,1.0,17.92,17.39,16.29,1.79,🟢 强势突破
GD,2025-09-30,A,336.5632019042969,17,7,80.5,1.5,5.1,5.5,2.66,0.0,322.88,321.48,315.64,0.6,🟢 强势突破
GSK,2025-09-30,A,42.44441223144531,21,6,73.5,2.8,9.2,6.5,5.01,0.4,39.98,39.76,38.55,0.16,🟢 强势突破
ABBV,2025-09-30,A,226.17156982421875,20,6,86.4,1.7,5.9,4.0,3.76,0.3,217.27,212.94,202.66,1.36,🟢 强势突破
EA,2025-09-30,A,201.32095336914062,19,6,89.2,2.1,19.8,15.9,-0.17,1.0,179.67,174.27,168.83,4.43,🟢 强势突破
KGC,2025-09-30,A,24.819686889648438,17,6,96.5,1.6,5.1,1.5,1.97,0.6,23.69,23.04,20.23,2.07,🟢 强势突破
XYL,2025-09-30,A,146.5870361328125,17,5,74.7,1.5,4.3,3.1,2.47,0.3,142.12,140.73,139.65,0.98,🟢 强势突破
VIV,2025-09-30,A,12.700121879577637,15,5,73.2,1.8,3.6,0.7,1.51,1.3,12.52,12.43,12.11,-0.01,🟢 强势突破
HASI,2025-09-30,A,29.561092376708984,19,4,76.5,2.2,3.4,4.5,-0.62,1.5,28.45,27.66,26.74,3.83,🟢 强势突破
FOXA,2025-09-30,A,62.75217819213867,18,4,75.2,2.3,4.7,2.4,0.29,3.4,60.82,59.99,58.02,2.87,🟢 强势突破
FOX,2025-09-30,A,56.98375701904297,18,4,72.6,2.2,5.2,3.4,0.51,3.4,54.9,54.27,52.79,2.95,🟢 强势突破
FE,2025-09-30,A,44.94577407836914,17,4,77.8,1.9,3.6,4.6,0.9,0.7,43.38,42.97,42.43,1.77,🟢 强势突破
THS,2025-09-30,B,20.209999084472656,12,4,26.3,2.4,27.0,24.3,3.96,37.3,17.35,17.59,18.55,0.41,🟢 确认突破
OXY,2025-09-30,A,46.75508499145508,12,2,71.1,1.9,0.6,1.8,-1.77,5.4,46.46,46.02,44.84,1.18,🟢 确认突破
ABBV,2025-10-01,A,238.71388244628906,23,7,90.6,2.2,10.8,11.1,5.55,0.2,219.58,214.45,203.78,2.04,🟢 强势突破
UNFI,2025-10-01,A,39.529998779296875,23,7,97.5,2.4,25.0,35.6,5.08,0.4,31.88,30.33,28.53,8.3,🟢 强势突破
VIPS,2025-10-01,A,19.855459213256836,23,7,93.2,2.3,12.2,12.0,5.3,0.1,18.09,17.57,16.38,2.48,🟢 强势突破
GSK,2025-10-01,A,44.75545120239258,22,7,84.6,3.1,14.2,13.3,5.44,0.2,40.49,40.06,38.72,1.51,🟢 强势突破
LEVI,2025-10-01,A,24.07724380493164,21,7,90.1,1.6,6.0,5.1,4.72,0.1,22.86,22.38,21.31,2.22,🟢 强势突破
GRMN,2025-10-01,A,253.120361328125,20,7,85.2,1.7,6.1,7.9,3.64,0.2,238.73,236.76,232.35,1.65,🟢 强势突破
MT,2025-10-01,A,37.92308044433594,20,7,80.2,1.7,3.6,6.8,5.86,0.4,35.84,34.84,33.64,2.86,🟢 强势突破
ORA,2025-10-01,A,100.09967041015625,20,7,83.9,2.0,5.7,8.1,4.23,0.8,94.44,92.71,90.91,2.38,🟢 强势突破
A,2025-10-01,A,138.01783752441406,21,6,78.9,2.5,12.5,11.6,7.97,0.3,125.94,125.78,121.12,0.55,🟢 强势突破
DDOG,2025-10-01,A,152.6999969482422,20,6,76.0,1.9,9.8,11.8,7.23,3.0,140.41,138.27,136.6,2.4,🟢 强势突破
JNJ,2025-10-01,A,183.8985595703125,17,6,85.7,1.5,3.5,5.3,0.34,0.3,176.77,176.13,172.69,1.3,🟢 强势突破
TGB,2025-10-01,A,4.190000057220459,16,5,88.8,1.5,3.5,3.2,-0.95,3.0,3.98,3.72,3.42,7.4,🟢 强势突破
CRK,2025-10-01,B,21.34000015258789,15,5,9.2,1.6,8.3,11.1,7.61,31.5,19.01,17.47,17.16,10.51,🟢 强势突破
CVS,2025-10-01,A,75.62447357177734,14,5,81.5,1.5,1.5,0.6,1.96,0.9,74.33,73.22,68.64,1.02,🟢 确认突破
BTG,2025-10-01,A,4.980806350708008,19,4,92.8,1.5,1.6,3.1,1.01,2.0,4.78,4.52,4.06,5.96,🟢 强势突破
TAC,2025-10-01,A,13.749163627624512,16,4,90.9,3.8,1.3,1.2,0.95,0.8,13.6,13.03,12.53,2.93,🟢 强势突破
SMCI,2025-10-01,B,52.38999938964844,10,4,64.1,1.8,14.3,13.4,9.28,16.0,47.06,44.89,47.12,3.2,🟢 确认突破
VMC,2025-10-01,A,300.55615234375,15,3,77.0,1.5,0.8,2.7,-1.94,2.4,298.22,295.54,288.42,1.06,🟢 强势突破
MRNA,2025-10-01,B,27.600000381469727,10,3,15.2,1.4,12.7,6.6,6.85,27.6,25.68,25.07,26.73,2.08,🟢 确认突破
ENB,2025-10-01,A,48.9346923828125,10,3,74.7,1.8,0.0,-0.8,-1.72,1.9,48.97,48.46,46.96,0.8,🟢 确认突破
AR,2025-10-01,B,34.97999954223633,12,2,20.6,1.0,2.6,3.1,4.23,20.5,33.37,32.91,32.54,2.07,🟢 确认突破
KGC,2025-10-02,A,24.919565200805664,17,5,96.4,1.5,2.4,5.5,-1.96,3.2,24.26,23.38,20.59,4.17,🟢 强势突破
LXP,2025-10-02,A,45.598854064941406,16,4,77.9,1.5,5.6,4.3,-0.21,0.3,44.23,44.0,41.64,0.31,🟢 强势突破
GVA,2025-10-02,A,108.90681457519531,12,4,81.6,12.5,0.2,0.6,0.95,2.6,109.03,108.51,105.5,0.28,🟢 确认突破
ELV,2025-10-02,B,336.4215087890625,10,4,32.1,1.1,6.4,7.4,2.28,25.1,319.64,312.9,301.5,2.58,🟢 确认突破
AMC,2025-10-02,B,3.1500000953674316,10,4,63.1,1.6,5.0,11.3,6.78,22.8,2.96,2.88,2.91,2.14,🟢 确认突破
VTR,2025-10-02,A,68.72571563720703,14,3,74.2,1.8,1.3,2.8,-1.04,1.3,67.57,67.37,66.85,0.97,🟢 确认突破
GME,2025-10-02,B,27.219999313354492,14,3,80.5,1.3,0.0,7.7,-1.7,24.0,26.7,25.56,23.93,2.71,🟢 确认突破
WMB,2025-10-02,A,63.08053207397461,13,3,72.0,1.5,0.1,1.2,0.58,2.3,61.73,59.36,57.78,4.07,🟢 确认突破
CRK,2025-10-02,B,21.15999984741211,9,3,12.2,0.9,4.5,9.2,-0.84,32.1,19.42,17.73,17.18,10.73,🟡 突破初期
TAC,2025-10-03,A,14.416695594787598,23,7,93.0,3.1,5.9,6.2,5.62,2.9,13.7,13.22,12.6,2.33,🟢 强势突破
SHOP,2025-10-03,A,161.13999938964844,22,7,93.2,2.2,8.4,14.9,6.5,0.9,149.92,148.32,142.44,0.76,🟢 强势突破
CNR,2025-10-03,A,88.60855865478516,20,7,88.8,1.5,6.4,7.3,3.53,1.8,82.7,78.48,75.55,5.66,🟢 强势突破
BIIB,2025-10-03,A,159.8800048828125,18,7,86.5,1.6,14.1,16.4,2.98,0.2,143.86,143.75,138.0,2.11,🟢 强势突破
GIL,2025-10-03,A,60.700347900390625,18,7,84.5,1.6,5.5,5.7,1.94,0.3,57.78,56.15,54.4,3.75,🟢 强势突破
PBA,2025-10-03,A,41.60158920288086,22,6,79.3,5.4,4.0,5.0,6.02,0.3,39.85,39.15,37.7,1.21,🟢 强势突破
MUX,2025-10-03,A,17.40999984741211,21,6,95.4,1.7,1.8,12.0,6.03,2.1,15.9,14.78,12.56,10.49,🟢 强势突破
TDOC,2025-10-03,A,9.010000228881836,21,5,71.3,4.2,16.6,10.4,6.25,7.8,8.23,8.02,7.67,1.94,🟢 强势突破
MT,2025-10-03,A,38.06180953979492,19,5,83.0,2.1,6.3,4.0,0.66,1.1,36.49,35.34,33.8,3.72,🟢 强势突破
ASPN,2025-10-03,B,7.760000228881836,14,5,86.2,1.5,11.5,9.3,7.63,20.7,7.17,6.91,7.12,3.58,🟢 确认突破
SA,2025-10-03,A,24.200000762939453,13,5,96.1,1.6,0.2,10.5,-2.62,4.9,23.04,20.8,18.28,11.44,🟢 确认突破
ELV,2025-10-03,B,346.5663757324219,15,4,38.0,1.3,8.5,10.0,3.02,22.8,323.28,314.98,302.92,3.53,🟢 强势突破
CFG,2025-10-03,A,52.96577072143555,13,4,78.6,1.5,1.2,0.8,1.59,1.2,52.3,51.73,49.78,0.84,🟢 确认突破
GVA,2025-10-03,A,109.00658416748047,11,4,80.4,1.6,-0.4,0.4,0.09,2.5,108.97,108.56,105.79,0.08,🟢 确认突破
WAT,2025-10-03,B,328.3900146484375,10,4,20.2,1.0,9.5,12.6,2.01,17.9,303.32,302.54,296.85,1.55,🟢 确认突破
SIG,2025-10-03,A,96.20999908447266,10,4,82.2,1.7,0.3,0.2,-2.37,4.2,96.15,94.58,87.58,1.17,🟢 确认突破
AI,2025-10-03,B,19.15999984741211,9,4,2.8,1.7,10.5,11.8,5.04,36.6,17.88,17.26,18.65,0.77,🟡 突破初期
AVTR,2025-10-03,B,14.289999961853027,11,3,54.1,1.3,14.5,20.7,3.78,20.7,12.64,12.69,12.76,2.59,🟢 确认突破
GMED,2025-10-03,B,60.47999954223633,10,3,62.8,1.4,5.6,8.6,4.17,21.4,57.05,57.69,58.04,1.05,🟢 确认突破
CMG,2025-10-03,B,41.7599983215332,9,2,2.9,1.3,6.6,4.2,3.7,28.5,39.89,39.62,41.57,0.86,🟡 突破初期
BGS,2025-10-03,B,4.0852837562561035,8,0,70.1,0.8,0.0,4.6,-1.56,38.3,4.03,4.04,3.9,0.63,🟡 突破初期
BANC,2025-10-06,A,17.593463897705078,22,7,85.7,3.2,7.2,6.8,4.15,0.3,16.61,16.53,15.82,1.04,🟢 强势突破
GSAT,2025-10-06,A,44.7400016784668,21,7,96.8,1.5,14.2,26.5,6.2,1.7,37.92,35.65,30.54,8.78,🟢 强势突破
BEPC,2025-10-06,A,37.389129638671875,20,7,80.9,1.9,6.4,9.5,6.22,0.2,34.54,33.94,33.51,2.65,🟢 强势突破
SHOP,2025-10-06,A,164.5,18,7,94.0,1.5,10.0,10.4,2.09,3.1,150.66,149.16,143.24,1.18,🟢 强势突破
TAC,2025-10-06,A,14.615958213806152,19,6,93.4,1.6,6.3,7.3,1.38,1.5,13.78,13.33,12.65,2.42,🟢 强势突破
NEE,2025-10-06,A,81.00538635253906,18,6,76.8,1.5,4.4,7.7,2.56,0.3,75.7,72.68,71.95,5.52,🟢 强势突破
ETR,2025-10-06,A,96.20113372802734,18,6,85.9,1.5,4.4,4.2,2.19,1.1,91.94,89.59,88.59,3.42,🟢 强势突破
VALE,2025-10-06,A,10.722526550292969,17,6,81.5,1.8,2.8,5.0,2.54,0.3,10.38,10.27,9.75,0.75,🟢 强势突破
EGO,2025-10-06,A,29.820796966552734,17,5,94.6,1.9,1.4,4.9,2.47,0.4,28.86,28.05,25.1,3.18,🟢 强势突破
ORI,2025-10-06,A,40.41531753540039,15,4,80.5,1.8,1.4,3.8,0.05,1.4,39.34,38.28,36.69,3.8,🟢 强势突破
BNS,2025-10-06,A,65.37000274658203,12,4,84.1,1.8,1.2,0.9,0.18,0.2,64.69,64.46,60.72,0.23,🟢 确认突破
AI,2025-10-06,B,19.65999984741211,8,4,3.0,1.9,12.3,13.5,2.61,35.0,17.99,17.45,18.53,1.54,🟡 突破初期
ELV,2025-10-06,B,346.0126953125,9,3,36.6,0.8,5.2,9.5,-0.16,23.0,326.45,316.77,304.15,4.12,🟡 突破初期
LBRT,2025-10-06,B,12.986443519592285,10,2,49.0,1.0,4.1,3.0,1.39,19.3,12.51,11.61,11.34,6.61,🟢 确认突破
CNR,2025-10-07,A,92.46890258789062,23,7,92.4,2.4,8.0,11.0,4.8,0.8,85.59,80.03,76.12,7.39,🟢 强势突破
DELL,2025-10-07,A,149.6795196533203,22,6,86.2,2.6,2.4,6.4,3.51,2.5,139.28,133.18,131.62,5.25,🟢 强势突破
AA,2025-10-07,A,35.376548767089844,20,6,83.1,1.7,2.0,8.0,5.15,0.9,33.32,32.79,31.46,3.18,🟢 强势突破
MD,2025-10-07,A,17.600000381469727,17,6,91.5,1.5,3.3,5.1,-0.23,3.4,16.89,16.71,15.93,2.86,🟢 强势突破
BANC,2025-10-07,A,17.395896911621094,16,6,85.4,1.7,4.1,6.4,-1.12,3.5,16.72,16.57,15.87,1.61,🟢 强势突破
NEE,2025-10-07,A,82.09058380126953,18,5,78.7,1.6,6.4,10.2,1.34,1.7,76.78,73.31,72.19,6.19,🟢 强势突破
CLF,2025-10-07,A,12.8100004196167,17,5,94.4,2.0,0.9,5.0,1.34,2.9,12.45,11.97,11.03,4.85,🟢 强势突破
LEVI,2025-10-07,A,24.146316528320312,16,5,90.4,1.5,0.4,5.0,0.7,1.4,23.45,22.77,21.61,3.31,🟢 强势突破
DNN,2025-10-07,A,2.8499999046325684,18,4,97.4,1.8,2.9,3.6,1.42,4.0,2.79,2.67,2.37,2.27,🟢 强势突破
ELV,2025-10-07,B,353.4779357910156,10,4,50.8,0.9,5.1,10.6,2.16,21.3,329.79,319.17,305.6,4.75,🟢 确认突破
CRK,2025-10-07,B,21.809999465942383,10,4,27.3,0.9,3.1,10.0,2.59,30.0,20.54,18.55,17.21,10.44,🟢 确认突破
AEE,2025-10-07,A,103.16142272949219,15,3,72.7,1.5,1.6,0.2,-0.26,1.0,101.7,99.87,99.33,2.26,🟢 强势突破
CTRA,2025-10-07,B,24.147504806518555,8,3,32.7,1.5,6.0,3.7,2.89,16.2,23.36,23.5,23.52,0.19,🟡 突破初期
AMD,2025-10-08,A,235.55999755859375,23,7,96.8,2.8,43.0,43.6,11.37,0.1,179.31,168.79,168.68,11.73,🟢 强势突破
DELL,2025-10-08,A,163.2317352294922,23,7,90.9,2.5,16.9,9.9,9.05,0.9,142.5,135.22,132.23,6.14,🟢 强势突破
CLF,2025-10-08,A,13.899999618530273,23,7,94.1,2.2,9.0,11.7,8.51,1.8,12.67,12.12,11.09,5.65,🟢 强势突破
CNR,2025-10-08,A,97.46641540527344,23,7,92.5,2.9,10.0,13.9,5.4,0.5,87.06,81.23,76.54,8.07,🟢 强势突破
EXK,2025-10-08,A,8.270000457763672,23,7,95.2,2.1,7.4,6.7,6.85,1.1,7.81,7.2,6.31,4.47,🟢 强势突破
TAC,2025-10-08,A,15.552495002746582,23,7,93.5,2.4,7.9,13.1,4.07,0.6,14.12,13.61,12.77,3.82,🟢 强势突破
MT,2025-10-08,A,40.55896759033203,22,7,85.0,2.5,6.6,7.0,6.12,0.8,37.56,36.1,34.17,4.79,🟢 强势突破
SNOW,2025-10-08,A,250.2100067138672,20,7,83.0,1.7,6.4,8.5,6.56,0.6,233.08,228.11,216.93,3.32,🟢 强势突破
DDOG,2025-10-08,A,164.1199951171875,20,7,85.6,1.7,8.1,7.5,6.21,0.6,149.54,143.13,137.36,6.51,🟢 强势突破
AA,2025-10-08,A,36.89994430541992,20,7,84.0,1.6,7.4,9.5,4.31,1.4,33.9,33.07,31.6,4.65,🟢 强势突破
BEPC,2025-10-08,A,38.06678771972656,18,7,83.7,1.8,8.1,8.3,1.76,1.1,35.36,34.39,33.6,4.46,🟢 强势突破
SMCI,2025-10-08,A,58.68000030517578,18,6,82.8,1.5,12.9,12.0,6.56,5.9,51.16,48.16,47.03,8.72,🟢 强势突破
BANC,2025-10-08,A,17.494678497314453,17,6,83.9,1.6,3.6,6.6,0.57,2.9,16.82,16.62,15.93,2.11,🟢 强势突破
NVT,2025-10-08,A,98.33818054199219,14,5,91.9,1.6,0.9,-1.4,2.83,3.0,97.52,97.07,92.37,-0.3,🟢 确认突破
BEP,2025-10-08,A,27.59208106994629,17,4,71.2,1.8,5.3,4.6,0.29,1.1,26.31,25.65,25.27,3.69,🟢 强势突破
PII,2025-10-08,A,62.99694061279297,16,4,91.3,1.5,0.1,4.3,0.88,1.3,60.17,58.11,55.64,6.55,🟢 强势突破
MNST,2025-10-08,A,68.7300033569336,15,4,82.2,1.5,2.3,1.9,0.85,0.7,67.03,65.76,63.87,2.53,🟢 强势突破
FE,2025-10-08,A,45.78936767578125,15,4,82.5,1.5,1.6,1.5,0.58,1.4,44.9,43.73,43.02,2.92,🟢 强势突破
LYG,2025-10-08,A,4.5192108154296875,15,4,78.1,1.8,0.9,2.4,2.21,1.3,4.42,4.41,4.36,0.94,🟢 强势突破
ELV,2025-10-08,B,358.27349853515625,10,3,57.7,0.9,3.4,8.9,1.36,20.2,333.35,321.47,307.08,5.08,🟢 确认突破
ALB,2025-10-09,A,95.97187042236328,20,7,93.2,1.7,4.9,10.1,5.25,3.4,88.23,83.8,79.91,6.0,🟢 强势突破
CLF,2025-10-09,A,14.199999809265137,19,7,94.4,1.6,12.3,11.8,2.16,2.1,12.88,12.25,11.16,6.3,🟢 强势突破
BKD,2025-10-09,A,8.880000114440918,21,6,77.3,2.7,10.7,5.5,9.36,2.3,8.32,8.09,7.77,-0.28,🟢 强势突破
CGC,2025-10-09,B,1.649999976158142,19,6,95.0,1.9,18.7,21.3,7.84,17.1,1.45,1.41,1.38,4.32,🟢 强势突破
CNR,2025-10-09,A,97.5063247680664,18,6,91.0,1.8,10.5,13.9,0.04,2.3,88.61,82.42,77.02,8.83,🟢 强势突破
AMD,2025-10-09,A,232.88999938964844,17,6,96.4,1.5,14.3,37.2,-1.13,3.0,186.47,172.28,169.74,15.35,🟢 强势突破
