ticker,trade_date,pool,close,score,green_count,rs_rank,vol_ratio,chg_3d,chg_5d,pct_chg,pct_from_52h,ma10,ma21,ma50,ma10_slope,signal
ARIS,2025-08-29,A,8.680000305175781,23,7,90.4,2.0,9.2,22.1,5.85,0.6,7.5,7.4,7.18,7.99,🟢 强势突破
DQ,2025-08-29,A,25.350000381469727,22,7,99.2,3.0,6.9,10.9,10.99,4.0,23.25,22.37,20.56,4.09,🟢 强势突破
NXE,2025-08-29,A,7.880000114440918,21,7,85.9,2.1,7.8,11.0,5.91,4.7,7.07,6.95,6.88,4.19,🟢 强势突破
SA,2025-08-29,A,17.440000534057617,20,7,94.2,1.8,3.5,5.4,5.7,0.9,16.6,16.52,15.86,0.22,🟢 强势突破
SNDK,2025-08-29,A,52.470001220703125,20,6,93.2,1.7,10.8,13.2,3.15,10.1,47.23,45.41,44.84,3.84,🟢 强势突破
PSTG,2025-08-29,A,77.61000061035156,17,6,94.7,2.9,32.5,33.1,-3.64,3.8,62.19,59.77,57.86,7.59,🟢 强势突破
BABA,2025-08-29,A,135.0,21,5,78.3,7.4,8.7,9.8,12.9,7.5,122.72,121.55,117.58,1.14,🟢 强势突破
FSM,2025-08-29,A,7.699999809265137,18,5,89.9,1.6,2.1,2.0,3.36,0.6,7.39,7.11,6.83,3.11,🟢 强势突破
HE,2025-08-29,A,12.960000038146973,18,5,79.3,2.3,6.2,6.2,0.54,3.4,12.14,11.61,11.1,5.3,🟢 强势突破
HP,2025-08-29,B,20.54340171813965,17,5,93.0,0.9,10.2,10.4,3.31,20.0,18.55,17.37,16.47,5.87,🟢 强势突破
AG,2025-08-29,A,9.137648582458496,12,5,95.4,1.5,1.4,1.6,2.01,3.6,8.85,8.71,8.56,0.87,🟢 确认突破
ELAN,2025-08-29,A,18.350000381469727,20,4,92.2,9.2,2.5,2.5,-0.54,2.8,17.91,16.98,15.52,1.52,🟢 强势突破
CHRW,2025-08-29,A,127.13045501708984,16,4,91.4,1.5,1.4,2.8,-0.46,1.9,123.99,120.02,106.81,3.34,🟢 强势突破
GRMN,2025-08-29,A,238.9730987548828,16,4,77.0,1.6,4.0,2.5,0.32,0.5,231.78,229.42,221.41,0.76,🟢 强势突破
HPQ,2025-08-29,A,27.47760009765625,16,4,71.6,1.5,5.7,2.9,0.67,4.4,26.3,25.54,24.76,2.09,🟢 强势突破
AMRX,2025-08-29,A,9.5600004196167,15,4,88.8,1.5,1.9,-0.3,0.1,2.3,9.43,9.0,8.51,1.1,🟢 强势突破
FRO,2025-08-29,A,20.257402420043945,15,4,70.6,1.9,4.0,1.6,0.87,0.8,19.39,18.96,18.17,4.93,🟢 强势突破
TAC,2025-08-29,A,12.25468921661377,8,4,85.3,1.8,0.7,1.8,-2.09,3.6,12.22,12.18,11.72,0.08,🟡 突破初期
ASB,2025-08-29,A,26.255111694335938,13,3,73.5,1.5,1.0,1.8,-0.15,1.8,25.45,24.58,24.53,3.85,🟢 确认突破
FNB,2025-08-29,A,16.334314346313477,13,3,79.4,1.5,1.0,1.2,-0.12,1.4,15.96,15.41,15.19,3.28,🟢 确认突破
AG,2025-09-02,A,9.607527732849121,23,7,94.0,2.3,5.8,7.9,5.14,0.1,8.93,8.79,8.59,1.59,🟢 强势突破
MUX,2025-09-02,A,13.789999961853027,23,7,97.1,5.8,25.6,27.1,19.39,1.2,11.16,10.81,10.71,5.98,🟢 强势突破
BTE,2025-09-02,A,2.350606918334961,21,7,94.1,1.8,8.3,10.3,5.83,0.8,2.13,2.08,2.0,5.07,🟢 强势突破
EXK,2025-09-02,A,6.5,21,7,97.6,1.8,9.4,13.0,4.17,1.1,5.83,5.63,5.44,4.48,🟢 强势突破
NGD,2025-09-02,A,6.119999885559082,21,7,91.4,1.5,7.6,10.7,3.73,0.0,5.6,5.23,4.87,6.85,🟢 强势突破
SSRM,2025-09-02,A,19.950000762939453,21,7,96.8,1.5,8.2,13.9,3.31,0.2,17.84,16.52,14.21,7.34,🟢 强势突破
SVM,2025-09-02,A,5.059999942779541,20,7,81.3,1.8,8.1,11.2,4.55,3.0,4.62,4.59,4.58,2.37,🟢 强势突破
NEM,2025-09-02,A,75.23716735839844,19,7,92.7,1.8,4.8,6.7,1.96,0.9,71.05,69.34,63.69,3.43,🟢 强势突破
GFI,2025-09-02,A,33.416683197021484,19,7,92.8,1.5,4.7,6.4,2.72,0.8,30.98,30.22,26.41,4.79,🟢 强势突破
KGC,2025-09-02,A,21.433820724487305,19,7,93.1,1.9,6.2,8.8,2.68,0.2,19.93,19.32,17.17,3.74,🟢 强势突破
BVN,2025-09-02,A,19.639999389648438,18,7,82.6,1.5,5.5,6.2,2.61,1.0,18.75,18.48,17.5,1.85,🟢 强势突破
EGO,2025-09-02,A,25.38810920715332,18,7,80.4,1.7,4.7,9.0,2.62,0.5,23.7,23.14,21.57,4.18,🟢 强势突破
AGI,2025-09-02,A,31.964107513427734,22,6,74.6,2.2,7.6,12.7,5.06,0.0,28.77,27.31,26.56,8.27,🟢 强势突破
BTG,2025-09-02,A,4.253608226776123,22,6,78.2,2.2,5.2,8.1,3.39,0.5,3.98,3.85,3.65,3.34,🟢 强势突破
AEM,2025-09-02,A,147.13758850097656,20,6,78.1,2.4,6.2,8.4,2.76,0.2,137.63,135.38,126.78,3.12,🟢 强势突破
PAAS,2025-09-02,A,34.21012878417969,20,6,90.0,2.4,3.9,5.5,1.12,2.0,32.55,31.65,29.95,2.75,🟢 强势突破
BABA,2025-09-02,A,138.5500030517578,19,6,82.6,2.9,13.4,11.4,2.63,5.1,124.44,122.57,118.09,2.08,🟢 强势突破
GSAT,2025-09-02,A,30.350000381469727,19,6,97.4,1.8,7.6,13.5,1.4,2.1,27.45,27.02,26.01,3.63,🟢 强势突破
SA,2025-09-02,A,17.610000610351562,17,6,93.4,1.6,6.0,7.7,0.97,2.2,16.67,16.63,15.92,0.83,🟢 强势突破
ARIS,2025-09-02,A,8.75,17,6,88.3,1.8,7.5,19.2,0.81,1.9,7.68,7.48,7.21,10.34,🟢 强势突破
GLW,2025-09-02,A,68.11009979248047,19,5,93.4,1.8,2.2,2.9,2.15,0.8,66.0,65.13,58.61,1.74,🟢 强势突破
LEVI,2025-09-02,A,22.330656051635742,19,5,91.4,1.5,2.1,5.6,1.16,0.9,21.37,20.75,20.04,3.33,🟢 强势突破
HXL,2025-09-02,A,64.44072723388672,18,5,81.2,1.5,1.8,3.8,2.5,1.8,62.63,61.83,59.9,1.19,🟢 强势突破
OR,2025-09-02,A,32.44929122924805,18,5,79.4,1.5,4.5,5.6,1.06,1.8,31.01,30.6,28.45,1.48,🟢 强势突破
HPQ,2025-09-02,A,27.86271095275879,17,5,75.2,1.5,6.8,5.2,1.4,3.1,26.5,25.74,24.85,2.12,🟢 强势突破
HP,2025-09-02,B,20.87775993347168,15,5,93.2,0.8,7.4,13.1,1.63,18.7,18.9,17.64,16.56,7.03,🟢 强势突破
CVS,2025-09-02,A,72.8895034790039,18,4,75.7,1.5,3.0,4.0,1.29,0.6,70.69,67.36,64.78,3.75,🟢 强势突破
MSI,2025-09-02,A,475.07525634765625,17,4,70.2,1.5,3.1,4.0,1.38,0.0,461.11,455.72,434.27,0.37,🟢 强势突破
STNG,2025-09-02,A,50.31074523925781,17,4,88.2,1.5,1.7,3.9,0.4,0.8,48.47,46.99,44.46,5.06,🟢 强势突破
GOOGL,2025-09-02,A,210.87466430664062,15,4,85.7,1.6,1.9,1.4,-0.73,1.5,206.11,202.69,190.66,1.72,🟢 强势突破
UAL,2025-09-02,A,104.68000030517578,15,4,88.3,1.5,0.5,2.3,-0.3,1.5,102.76,98.02,90.81,2.23,🟢 强势突破
BKR,2025-09-02,A,44.97584533691406,15,4,81.7,1.8,1.3,2.1,-0.09,2.4,44.02,43.34,41.57,2.61,🟢 强势突破
GOOG,2025-09-02,A,211.51361083984375,15,4,85.1,1.5,1.8,1.4,-0.72,1.6,206.86,203.47,191.53,1.66,🟢 强势突破
HPE,2025-09-02,A,22.282222747802734,13,4,90.5,1.7,-0.2,0.5,0.49,2.7,21.89,21.13,20.44,3.08,🟢 确认突破
FSM,2025-09-02,A,7.78000020980835,17,3,77.1,1.8,2.6,3.9,1.04,3.2,7.45,7.18,6.85,2.85,🟢 强势突破
PEP,2025-09-02,A,146.07754516601562,16,3,72.9,2.3,1.8,1.4,1.1,4.8,144.86,142.98,137.47,-0.28,🟢 强势突破
BAC,2025-09-02,A,49.60147476196289,13,3,71.1,1.6,0.1,1.9,-0.63,1.0,48.79,47.18,46.86,3.11,🟢 确认突破
XHR,2025-09-02,A,13.751956939697266,12,3,79.1,1.9,-0.8,1.9,0.21,1.3,13.46,12.99,12.72,3.31,🟢 确认突破
SAIL,2025-09-02,B,20.979999542236328,9,3,80.2,1.2,3.0,3.1,1.65,15.9,20.25,19.99,20.91,1.7,🟡 突破初期
GOOGL,2025-09-03,A,230.1412353515625,23,7,94.0,3.5,9.0,11.4,9.14,0.3,209.01,204.38,191.97,2.96,🟢 强势突破
GOOG,2025-09-03,A,230.5806427001953,23,7,93.5,3.8,8.8,11.1,9.01,0.3,209.71,205.15,192.82,2.87,🟢 强势突破
M,2025-09-03,A,15.805086135864258,23,7,95.5,7.0,21.9,21.9,20.68,0.9,13.2,12.69,12.27,3.56,🟢 强势突破
FRO,2025-09-03,A,21.139423370361328,20,7,85.5,1.5,5.3,8.5,4.4,1.0,19.9,19.17,18.27,5.73,🟢 强势突破
FTI,2025-09-03,A,38.175262451171875,20,7,81.9,3.5,3.2,5.5,1.86,2.1,36.43,35.7,35.13,3.08,🟢 强势突破
ARIS,2025-09-03,A,9.100000381469727,20,7,91.5,1.5,11.0,14.5,4.0,5.0,7.92,7.56,7.26,12.2,🟢 强势突破
BVN,2025-09-03,A,19.940000534057617,18,7,86.2,1.6,5.7,5.2,1.53,1.2,18.92,18.59,17.57,2.43,🟢 强势突破
OR,2025-09-03,A,33.248043060302734,18,7,86.4,2.0,6.6,7.1,2.46,0.2,31.34,30.81,28.6,2.44,🟢 强势突破
STX,2025-09-03,A,175.0007781982422,21,6,95.5,1.5,2.3,6.7,3.41,0.1,164.29,158.04,151.42,4.42,🟢 强势突破
MUX,2025-09-03,A,13.90999984741211,20,6,97.0,2.4,26.5,25.0,0.87,2.7,11.57,10.97,10.8,9.14,🟢 强势突破
AEO,2025-09-03,A,13.356118202209473,18,6,91.6,2.0,3.4,11.8,0.81,2.1,12.61,12.52,11.17,1.44,🟢 强势突破
SVM,2025-09-03,A,5.099999904632568,17,6,85.7,1.6,9.9,9.2,0.79,2.2,4.7,4.62,4.6,3.8,🟢 强势突破
PAAS,2025-09-03,A,33.95081329345703,18,5,90.0,1.8,3.4,2.8,-0.76,2.7,32.89,31.93,30.05,3.47,🟢 强势突破
EGO,2025-09-03,A,25.448009490966797,17,5,84.1,1.6,5.9,4.9,0.24,2.4,24.04,23.32,21.66,4.85,🟢 强势突破
GLW,2025-09-03,A,68.97552490234375,19,4,93.4,2.5,1.0,3.3,1.27,0.6,66.51,65.42,58.96,2.27,🟢 强势突破
HR,2025-09-03,A,16.985624313354492,15,4,86.0,1.5,0.5,2.5,0.93,0.2,16.69,16.35,15.78,2.78,🟢 强势突破
HPE,2025-09-03,A,22.419767379760742,13,4,90.3,2.0,-1.5,1.4,0.62,2.1,22.04,21.26,20.54,3.2,🟢 确认突破
LEA,2025-09-03,A,106.9809341430664,12,4,85.3,1.7,-0.4,-0.4,-0.74,2.1,106.09,101.46,100.08,3.27,🟢 确认突破
HP,2025-09-03,B,19.73700714111328,8,3,82.4,0.8,-0.7,5.9,-5.46,23.1,19.13,17.87,16.63,7.34,🟡 突破初期
SKY,2025-09-03,B,76.8499984741211,16,2,78.7,0.9,2.6,3.2,3.07,22.3,74.52,72.33,67.96,1.03,🟢 强势突破
BTG,2025-09-03,A,4.104184150695801,12,2,73.9,1.8,2.0,1.7,-3.51,5.1,4.02,3.88,3.66,3.54,🟢 确认突破
SNDK,2025-09-04,A,62.5,23,7,97.1,3.7,19.1,29.0,17.9,0.2,50.44,47.35,45.35,9.61,🟢 强势突破
AEO,2025-09-04,A,18.425952911376953,23,7,99.0,8.4,45.2,42.1,37.96,0.3,13.24,12.84,11.35,6.8,🟢 强势突破
M,2025-09-04,A,16.737079620361328,23,7,96.6,2.9,30.3,26.8,5.9,0.3,13.63,12.93,12.39,6.56,🟢 强势突破
CIEN,2025-09-04,A,116.91999816894531,22,7,93.9,5.8,24.4,26.1,23.31,4.2,94.93,93.71,88.36,5.27,🟢 强势突破
FTI,2025-09-04,A,39.57252502441406,22,7,85.9,2.6,7.9,8.5,3.66,0.5,36.92,35.9,35.24,3.99,🟢 强势突破
TOL,2025-09-04,A,144.59136962890625,21,7,92.2,1.6,4.6,5.4,3.28,0.5,137.95,132.91,124.69,3.43,🟢 强势突破
DQ,2025-09-04,A,26.959999084472656,20,7,99.3,2.2,6.4,17.1,1.51,3.4,24.38,23.17,21.31,6.65,🟢 强势突破
MTH,2025-09-04,A,79.94364166259766,19,6,85.4,1.5,4.9,4.7,6.15,0.3,76.35,74.83,71.6,0.86,🟢 强势突破
GOOGL,2025-09-04,A,231.7775421142578,18,6,93.6,1.5,9.1,12.0,0.71,0.0,212.3,206.17,193.28,4.3,🟢 强势突破
GOOG,2025-09-04,A,232.1371307373047,18,6,93.2,1.5,9.0,11.7,0.68,0.0,212.95,206.92,194.12,4.2,🟢 强势突破
BKR,2025-09-04,A,45.92771530151367,18,5,85.0,1.5,2.0,3.4,2.93,0.8,44.57,43.53,41.88,2.96,🟢 强势突破
VOYA,2025-09-04,A,76.58502197265625,18,5,77.1,1.7,3.4,2.4,2.86,0.0,74.49,73.1,71.25,1.02,🟢 强势突破
OLN,2025-09-04,A,23.66042137145996,19,4,79.5,1.5,1.8,4.3,3.21,4.8,22.61,21.12,20.61,5.33,🟢 强势突破
TROW,2025-09-04,A,107.2480239868164,18,4,79.1,4.6,3.6,2.0,5.84,5.7,103.54,102.98,100.36,0.33,🟢 强势突破
HPE,2025-09-04,A,22.753807067871094,17,4,89.9,3.4,2.6,1.9,1.49,4.2,22.25,21.42,20.64,3.61,🟢 强势突破
OVV,2025-09-04,A,41.750885009765625,16,4,70.5,1.5,1.1,2.7,3.15,4.6,40.63,39.52,39.43,3.71,🟢 强势突破
REXR,2025-09-04,A,40.64435958862305,16,4,77.4,1.6,1.6,0.7,2.71,1.3,39.36,37.79,36.42,3.5,🟢 强势突破
HBAN,2025-09-04,A,17.389331817626953,14,4,70.3,1.5,0.4,0.4,1.53,0.2,17.06,16.49,16.43,3.12,🟢 确认突破
SKY,2025-09-04,B,78.83999633789062,14,4,78.5,1.3,4.5,5.5,2.59,20.3,75.24,72.93,68.25,1.96,🟢 确认突破
ALK,2025-09-04,A,62.810001373291016,12,4,82.8,1.5,0.0,1.6,0.5,3.9,61.04,58.08,54.45,5.02,🟢 确认突破
MGA,2025-09-04,A,45.000064849853516,12,4,86.7,4.1,-1.2,-2.0,0.78,3.0,45.32,44.12,42.07,1.41,🟢 确认突破
NLY,2025-09-04,A,19.75743865966797,18,3,77.2,1.5,2.9,4.0,1.44,0.3,19.15,18.94,18.4,1.23,🟢 强势突破
SNDK,2025-09-05,A,68.55000305175781,23,7,98.7,2.9,34.2,34.8,9.68,0.2,52.74,48.61,45.78,13.58,🟢 强势突破
DQ,2025-09-05,A,29.209999084472656,23,7,99.6,3.6,11.9,27.9,8.35,1.7,25.05,23.52,21.61,8.85,🟢 强势突破
JKS,2025-09-05,A,25.479999542236328,23,7,95.3,2.4,7.3,15.1,5.07,1.5,23.61,23.03,22.93,2.16,🟢 强势突破
EQX,2025-09-05,A,9.770859718322754,23,7,91.4,2.2,7.0,18.3,9.03,0.9,8.65,7.93,6.9,8.27,🟢 强势突破
SITE,2025-09-05,A,152.97000122070312,20,7,83.4,1.6,7.8,5.5,3.79,0.7,145.36,141.68,134.53,2.1,🟢 强势突破
MHK,2025-09-05,A,139.2899932861328,19,7,93.1,1.7,6.7,5.1,2.86,2.7,132.96,129.0,119.78,2.89,🟢 强势突破
FRO,2025-09-05,A,21.468969345092773,18,7,82.9,1.7,6.0,6.9,1.75,0.3,20.34,19.34,18.44,6.02,🟢 强势突破
MTH,2025-09-05,A,81.24823760986328,18,7,87.4,1.8,8.6,6.4,1.63,2.3,77.13,75.34,71.93,1.78,🟢 强势突破
HR,2025-09-05,A,17.58946990966797,22,6,88.7,2.8,4.5,4.0,3.26,0.0,16.89,16.46,15.87,2.84,🟢 强势突破
AVGO,2025-09-05,A,332.98028564453125,21,6,88.6,4.2,12.3,8.5,9.41,6.0,301.68,301.5,289.78,1.72,🟢 强势突破
AEO,2025-09-05,A,18.44556427001953,20,6,99.2,2.1,39.2,42.8,0.11,1.1,13.88,13.12,11.53,11.51,🟢 强势突破
HPP,2025-09-05,A,21.489999771118164,20,6,94.7,2.0,9.3,8.9,7.34,6.1,19.65,18.88,18.58,4.12,🟢 强势突破
RH,2025-09-05,A,251.0,20,6,94.4,1.6,13.2,9.5,6.7,5.1,230.77,228.51,214.47,1.09,🟢 强势突破
GLW,2025-09-05,A,70.81580352783203,19,6,94.0,1.6,4.0,3.7,2.11,0.3,67.69,66.09,59.73,3.36,🟢 强势突破
FTI,2025-09-05,A,38.82399368286133,19,6,82.0,2.8,3.6,5.0,-1.89,2.4,37.28,36.06,35.34,4.56,🟢 强势突破
TOL,2025-09-05,A,146.5403289794922,19,6,92.2,1.6,6.6,6.1,1.35,1.6,139.53,133.93,125.42,4.0,🟢 强势突破
SWK,2025-09-05,A,76.6591796875,18,6,80.2,1.6,9.3,5.3,4.92,11.0,73.04,71.63,69.56,0.47,🟢 强势突破
M,2025-09-05,A,16.824453353881836,18,6,95.9,1.8,28.5,29.7,0.52,1.3,14.05,13.17,12.51,9.56,🟢 强势突破
REXR,2025-09-05,A,41.426719665527344,18,6,81.6,1.6,6.5,3.7,1.92,0.3,39.73,38.08,36.56,3.53,🟢 强势突破
ESI,2025-09-05,A,26.06953239440918,16,6,83.2,1.9,3.0,1.5,1.98,1.4,25.53,24.99,24.25,1.4,🟢 强势突破
LOW,2025-09-05,A,267.4480285644531,18,5,76.9,1.5,4.3,4.8,2.04,0.3,258.48,252.62,235.34,1.55,🟢 强势突破
BMO,2025-09-05,A,126.0999984741211,17,5,74.9,1.5,3.6,5.8,0.73,0.9,120.37,116.62,113.81,4.57,🟢 强势突破
SNN,2025-09-05,A,37.21225357055664,17,5,85.6,1.8,3.2,2.3,1.2,0.8,36.52,36.07,32.66,0.99,🟢 强势突破
NBR,2025-09-05,B,38.40999984741211,15,5,91.7,0.8,3.6,5.7,1.67,15.9,36.49,35.12,33.42,6.0,🟢 强势突破
TEX,2025-09-05,A,52.637603759765625,15,5,73.4,1.5,6.2,1.6,2.62,2.8,50.97,50.29,49.86,0.79,🟢 强势突破
CAL,2025-09-05,A,15.448174476623535,18,4,77.4,1.9,6.1,2.1,10.25,13.6,14.9,14.54,14.09,0.83,🟢 强势突破
FND,2025-09-05,A,87.47000122070312,18,4,79.4,1.6,10.7,4.6,5.7,8.7,82.95,82.45,81.03,-0.34,🟢 强势突破
MGA,2025-09-05,A,45.525978088378906,16,4,87.8,2.0,0.9,-0.2,1.17,1.9,45.49,44.32,42.24,1.39,🟢 强势突破
MSM,2025-09-05,A,89.55917358398438,15,4,71.9,1.5,3.4,1.4,-0.42,0.9,88.32,86.31,85.51,1.92,🟢 强势突破
ARE,2025-09-05,B,80.88418579101562,14,4,83.6,0.8,4.7,3.5,2.18,16.8,78.14,74.96,74.43,3.29,🟢 确认突破
CPB,2025-09-05,B,32.53881072998047,14,4,26.2,1.3,8.2,7.6,4.19,20.6,31.09,31.06,30.54,0.4,🟢 确认突破
SNX,2025-09-05,A,148.27120971679688,14,4,83.1,1.5,2.0,-0.0,0.21,2.7,147.4,146.76,143.26,0.7,🟢 确认突破
WLK,2025-09-05,B,88.19828033447266,14,4,84.8,1.0,3.3,3.5,2.03,20.2,86.06,83.25,81.43,2.44,🟢 确认突破
VOYA,2025-09-05,A,75.4799575805664,15,3,74.3,2.0,2.8,2.0,-1.44,1.9,74.71,73.28,71.42,1.25,🟢 强势突破
ALLY,2025-09-05,A,40.75224304199219,13,3,76.2,1.5,1.5,0.8,-0.51,2.6,40.38,38.93,38.59,3.38,🟢 确认突破
APH,2025-09-05,A,109.86773681640625,10,3,77.7,1.8,1.1,-1.3,-2.04,2.8,109.72,109.49,104.79,0.39,🟢 确认突破
STT,2025-09-05,A,110.66264343261719,9,3,75.4,1.7,-0.3,-2.0,-0.97,2.9,112.14,110.55,108.46,0.93,🟡 突破初期
NOK,2025-09-05,B,4.550000190734863,9,3,5.1,2.1,7.6,6.1,-1.09,15.9,4.36,4.26,4.48,2.16,🟡 突破初期
BGS,2025-09-05,B,4.125578880310059,13,2,72.9,0.9,7.1,4.9,0.43,37.7,3.98,3.86,3.8,2.04,🟢 确认突破
SKY,2025-09-05,B,78.4000015258789,13,2,78.3,1.2,5.2,4.6,-0.56,20.7,75.93,73.37,68.58,2.7,🟢 确认突破
UNH,2025-09-05,B,308.9179382324219,9,2,50.4,0.8,2.1,4.3,1.61,25.1,300.82,286.56,282.82,1.07,🟡 突破初期
WU,2025-09-05,B,8.173638343811035,8,1,18.7,0.9,1.0,3.9,1.38,22.2,7.99,7.83,7.77,1.96,🟡 突破初期
AVGO,2025-09-08,A,343.67889404296875,23,7,93.7,2.0,14.3,16.2,3.21,3.0,306.82,303.48,291.28,3.76,🟢 强势突破
APP,2025-09-08,A,547.0399780273438,23,7,90.4,3.0,12.2,14.3,11.59,1.5,485.16,461.07,403.32,8.56,🟢 强势突破
HL,2025-09-08,A,10.114989280700684,23,7,97.6,2.4,12.7,18.9,12.2,1.6,8.63,8.12,6.91,9.56,🟢 强势突破
STNG,2025-09-08,A,58.35449981689453,23,7,95.9,3.2,13.6,16.4,10.63,1.2,51.03,48.18,45.49,6.1,🟢 强势突破
GSAT,2025-09-08,A,37.939998626708984,23,7,99.3,4.9,25.4,26.8,21.49,0.9,30.2,28.42,26.73,11.68,🟢 强势突破
FTAI,2025-09-08,A,165.78472900390625,22,7,89.1,2.2,10.3,8.2,8.06,0.6,152.82,147.22,130.85,4.02,🟢 强势突破
AU,2025-09-08,A,60.53640365600586,21,7,92.9,1.7,4.8,9.8,4.05,0.7,55.92,54.31,50.08,5.8,🟢 强势突破
NGD,2025-09-08,A,6.519999980926514,21,7,92.4,1.7,5.8,10.5,3.49,0.6,5.97,5.54,4.98,8.48,🟢 强势突破
PAAS,2025-09-08,A,35.65633010864258,20,7,85.8,1.9,5.0,5.4,3.32,1.1,33.69,32.6,30.4,4.32,🟢 强势突破
SNDK,2025-09-08,A,70.49500274658203,19,7,98.8,1.7,33.0,34.4,2.84,0.7,55.15,50.03,46.24,16.78,🟢 强势突破
INSW,2025-09-08,A,44.75472640991211,18,7,89.6,1.7,3.7,5.0,1.94,0.6,42.74,41.27,39.0,3.65,🟢 强势突破
PBI,2025-09-08,A,12.454806327819824,22,6,81.9,2.1,5.7,4.6,3.26,2.6,12.01,11.56,11.4,3.57,🟢 强势突破
GLW,2025-09-08,A,71.770751953125,21,6,94.2,2.4,4.1,7.6,1.35,0.5,68.35,66.46,60.14,4.07,🟢 强势突破
EGO,2025-09-08,A,26.266658782958984,17,6,85.6,1.5,3.2,6.2,0.73,1.1,24.89,23.71,21.98,6.14,🟢 强势突破
FAF,2025-09-08,A,66.4446029663086,17,6,82.8,1.7,4.6,3.2,1.6,0.3,64.52,63.76,60.55,0.98,🟢 强势突破
FOX,2025-09-08,A,56.50632095336914,18,5,71.8,1.7,3.5,4.7,1.5,0.4,54.58,53.33,51.77,2.1,🟢 强势突破
BTG,2025-09-08,A,4.273531436920166,18,5,76.2,1.7,4.1,3.9,2.88,1.2,4.1,3.94,3.69,3.92,🟢 强势突破
HR,2025-09-08,A,17.72582244873047,17,5,88.5,1.8,4.4,4.7,0.78,0.7,17.01,16.53,15.93,3.01,🟢 强势突破
REXR,2025-09-08,A,41.513648986816406,17,5,81.0,1.6,4.9,3.8,0.21,0.1,39.97,38.35,36.7,3.31,🟢 强势突破
FTI,2025-09-08,A,39.2032470703125,17,5,81.4,1.9,2.7,6.9,0.98,1.4,37.6,36.26,35.43,4.91,🟢 强势突破
KRC,2025-09-08,A,40.75834655761719,17,4,85.2,1.6,2.5,2.6,-0.02,0.3,39.61,38.11,36.26,3.54,🟢 强势突破
SWK,2025-09-08,A,76.6591796875,15,4,79.9,1.5,7.6,6.8,0.0,11.0,73.21,72.12,69.79,0.67,🟢 强势突破
IVZ,2025-09-08,A,21.632747650146484,14,4,96.6,1.5,1.4,0.5,0.05,1.1,21.52,21.03,19.56,2.09,🟢 确认突破
MSM,2025-09-08,A,90.17066192626953,19,3,73.6,2.0,2.9,3.0,0.68,1.5,88.53,86.63,85.68,1.77,🟢 强势突破
KEY,2025-09-08,A,18.75348472595215,16,3,77.5,2.2,1.1,-0.0,1.11,0.9,18.66,18.07,17.79,2.4,🟢 强势突破
ARE,2025-09-08,B,81.7054443359375,14,3,84.7,1.2,4.9,3.8,1.02,16.0,78.58,75.46,74.67,3.05,🟢 确认突破
SPG,2025-09-08,A,176.17474365234375,13,3,70.8,1.5,1.5,1.0,0.16,1.2,173.37,169.37,163.04,1.9,🟢 确认突破
FITB,2025-09-08,A,44.30948257446289,12,3,74.8,1.5,-0.2,-0.6,-0.28,2.4,44.3,42.9,42.04,2.75,🟢 确认突破
UNH,2025-09-08,B,313.6781921386719,9,3,48.9,1.0,4.0,3.3,1.54,24.0,302.07,290.09,283.16,1.29,🟡 突破初期
APH,2025-09-09,A,116.17431640625,20,7,88.1,1.9,3.6,6.9,5.65,0.4,110.54,109.91,105.44,1.34,🟢 强势突破
BABA,2025-09-09,A,147.10000610351562,20,7,85.7,1.8,12.4,6.2,4.18,0.6,133.08,127.07,120.47,6.94,🟢 强势突破
PBF,2025-09-09,A,29.52644920349121,20,7,97.8,1.9,6.1,5.3,5.53,3.5,27.24,24.94,24.22,9.34,🟢 强势突破
APP,2025-09-09,A,558.1699829101562,19,7,95.7,1.5,11.6,15.9,2.03,0.2,495.91,465.94,407.81,9.9,🟢 强势突破
HR,2025-09-09,A,18.193317413330078,19,7,91.0,1.5,6.8,8.1,2.64,0.1,17.16,16.63,15.99,3.4,🟢 强势突破
CVI,2025-09-09,A,33.130001068115234,21,6,94.0,1.7,7.0,4.2,7.46,0.3,30.7,28.83,28.64,6.53,🟢 强势突破
GLW,2025-09-09,A,72.00949096679688,18,6,94.8,1.7,3.8,5.7,0.33,0.8,68.94,66.78,60.56,4.45,🟢 强势突破
VLO,2025-09-09,A,159.83837890625,18,6,89.4,1.7,4.1,4.9,2.84,0.7,152.29,144.1,141.63,5.15,🟢 强势突破
HL,2025-09-09,A,10.174960136413574,18,6,97.9,1.6,15.0,14.1,0.59,1.0,8.86,8.24,7.0,10.85,🟢 强势突破
GS,2025-09-09,A,756.1719970703125,18,5,87.6,1.6,2.0,4.5,2.97,0.2,736.2,728.22,713.78,1.42,🟢 强势突破
PAAS,2025-09-09,A,35.3072509765625,17,5,83.5,1.7,5.4,3.2,-0.98,2.5,33.97,32.76,30.55,4.37,🟢 强势突破
GSAT,2025-09-09,A,36.90999984741211,16,5,98.8,4.5,20.3,21.6,-2.71,9.0,31.22,28.83,27.0,13.76,🟢 强势突破
FTI,2025-09-09,A,39.57252502441406,15,5,85.9,1.6,0.0,5.6,0.94,0.8,37.92,36.49,35.53,5.05,🟢 强势突破
SNN,2025-09-09,A,37.808197021484375,18,4,90.4,1.6,2.8,4.9,0.78,0.2,36.76,36.3,32.98,1.15,🟢 强势突破
