ts_code,trade_date,close,score,green_count,s_vol,s_conc,s_drift,s_wr,s_peak,s_ma,s_dyn,signal,signal_cn,conc_change,drift_pct,action_level,priority,med_cost,main_peak,winner_ratio
600737.SH,20260106,17.32,115,6,18,25,25,15,15,5,12,ACCUMULATING,🔥 主力吸筹,-0.2123,0.0857,🟢 信号确认,0,17.23,17.23,0.5953
603271.SH,20260106,41.58,91,6,18,18,8,15,12,8,12,ACCUMULATING,🔥 主力吸筹,-0.0363,0.0088,🟢 信号确认,0,41.32,42.04,0.5659
600312.SH,20260106,18.59,71,6,18,18,18,2,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0363,0.0261,🟢 接近,1,17.66,17.81,0.8894
002533.SZ,20260106,12.63,105,5,12,21,14,15,15,12,16,ACCUMULATING,🔥 主力吸筹,-0.049,0.0114,🟢 信号确认,0,12.47,12.62,0.6309
000338.SZ,20260106,17.66,100,5,10,18,25,8,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0373,0.1439,🟢 信号确认,0,17.33,17.33,0.7215
300470.SZ,20260106,37.32,91,5,16,15,6,15,15,12,12,WASHING,🟡 底部洗盘,-0.0157,0.0038,🟢 信号确认,0,37.13,37.28,0.6537
300206.SZ,20260106,13.64,89,5,20,9,6,15,12,15,12,WASHING,🟡 底部洗盘,-0.0135,0.0,🟢 信号确认,0,13.49,13.79,0.5943
600015.SH,20260106,6.9,85,5,16,21,6,15,15,0,12,WASHING,🟡 底部洗盘,-0.0521,-0.0043,🟢 信号确认,0,6.89,6.86,0.5053
688776.SH,20260106,101.13,81,5,12,25,22,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0618,0.0449,🟢 信号确认,0,94.66,100.77,0.8276
000786.SZ,20260106,25.74,72,5,18,18,21,2,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0369,0.0251,🟢 接近,1,24.87,24.77,0.9015
605507.SH,20260106,24.67,63,4,14,15,21,2,5,15,12,ACCUMULATING,🔥 主力吸筹,-0.033,0.0227,🟢 接近,1,23.42,23.25,0.9404
600496.SH,20260106,4.2,79,3,16,15,14,10,12,0,12,ACCUMULATING,🔥 主力吸筹,-0.0312,0.0169,🟢 信号确认,0,4.2,4.26,0.4591
002533.SZ,20260107,12.8,109,6,16,21,21,8,15,12,16,ACCUMULATING,🔥 主力吸筹,-0.0518,0.0237,🟢 信号确认,0,12.55,12.62,0.7125
000686.SZ,20260107,9.73,100,6,18,6,19,15,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0121,0.0444,🟢 信号确认,0,9.41,9.41,0.6956
000682.SZ,20260107,12.21,101,5,18,21,12,8,15,15,12,WASHING,🟡 底部洗盘,-0.0436,-0.0042,🟢 信号确认,0,11.96,12.13,0.7364
300443.SZ,20260107,29.06,101,5,20,25,6,8,15,15,12,WASHING,🟡 底部洗盘,-0.1055,0.0,🟢 信号确认,0,28.5,28.7,0.7086
002039.SZ,20260107,18.04,94,5,16,18,17,15,12,0,16,ACCUMULATING,🔥 主力吸筹,-0.0301,0.0175,🟢 信号确认,0,18.03,18.09,0.503
603271.SH,20260107,42.07,94,5,18,18,11,8,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0325,0.0132,🟢 信号确认,0,41.5,42.04,0.713
000786.SZ,20260107,25.36,76,5,18,18,21,8,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0362,0.0209,🟢 信号确认,0,24.87,24.77,0.7929
600312.SH,20260107,18.53,74,5,18,21,16,2,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0437,0.022,🟢 接近,1,17.66,17.81,0.8509
600496.SH,20260107,4.24,88,4,16,15,14,15,12,0,16,ACCUMULATING,🔥 主力吸筹,-0.0349,0.012,🟢 信号确认,0,4.2,4.26,0.5715
000338.SZ,20260108,17.58,117,7,14,21,25,15,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0543,0.1343,🟢 信号确认,0,17.4,17.33,0.6548
600995.SH,20260108,12.86,101,6,14,21,12,15,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0568,0.0104,🟢 信号确认,0,12.66,12.66,0.6615
002533.SZ,20260108,13.0,84,6,20,21,21,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0517,0.0237,🟢 信号确认,0,12.55,12.62,0.8042
002039.SZ,20260108,17.97,82,4,18,18,17,10,12,-5,12,ACCUMULATING,🔥 主力吸筹,-0.0301,0.0175,🟢 信号确认,0,18.03,18.09,0.4431
300624.SZ,20260108,75.39,81,4,12,13,6,15,15,8,12,WASHING,🟡 底部洗盘,-0.0297,0.0,🟢 信号确认,0,73.36,73.9,0.6812
600057.SH,20260108,8.34,81,4,18,18,17,4,12,0,12,ACCUMULATING,🔥 主力吸筹,-0.0295,0.0155,🟢 信号确认,0,8.51,8.51,0.2871
000899.SZ,20260108,10.19,79,4,18,12,7,15,15,0,12,WASHING,🟡 底部洗盘,-0.0118,-0.004,🟢 信号确认,0,10.08,10.08,0.6173
603271.SH,20260108,41.3,77,4,18,18,12,10,12,-5,12,ACCUMULATING,🔥 主力吸筹,-0.0325,0.0132,🟢 信号确认,0,41.5,42.04,0.4418
300470.SZ,20260108,37.52,77,3,12,12,6,8,15,12,12,WASHING,🟡 底部洗盘,-0.0118,0.0038,🟢 信号确认,0,37.13,37.28,0.7271
000686.SZ,20260109,9.68,107,6,14,25,11,15,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0787,0.0172,🟢 信号确认,0,9.46,9.41,0.6771
002484.SZ,20260109,30.04,107,6,10,25,21,15,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.1669,0.027,🟢 信号确认,0,29.25,30.26,0.6432
002533.SZ,20260109,13.05,82,6,18,21,21,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0458,0.0237,🟢 信号确认,0,12.55,12.62,0.8285
605555.SH,20260109,18.73,93,5,10,21,11,15,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.0536,0.0132,🟢 信号确认,0,18.44,18.79,0.6442
000899.SZ,20260109,10.22,86,4,18,12,9,15,15,5,12,WASHING,🟡 底部洗盘,-0.0118,-0.004,🟢 信号确认,0,10.08,10.17,0.6685
002737.SZ,20260109,15.04,84,4,12,12,6,15,15,12,12,WASHING,🟡 底部洗盘,-0.009,0.0,🟢 信号确认,0,15.02,14.93,0.5117
002039.SZ,20260109,18.0,82,4,18,18,17,10,12,-5,12,ACCUMULATING,🔥 主力吸筹,-0.0301,0.0175,🟢 信号确认,0,18.03,18.09,0.4418
000958.SZ,20260109,6.7,80,4,18,9,6,15,15,5,12,WASHING,🟡 底部洗盘,-0.0117,-0.0045,🟢 信号确认,0,6.7,6.59,0.5139
000786.SZ,20260109,25.87,66,4,14,18,17,2,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0355,0.0168,🟢 接近,1,24.87,24.77,0.8889
000061.SZ,20260112,9.9,111,7,14,25,25,15,12,8,12,ACCUMULATING,🔥 主力吸筹,-0.1348,0.1279,🟢 信号确认,0,9.79,10.01,0.5934
600110.SH,20260112,7.59,111,6,14,25,22,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0647,0.0629,🟢 信号确认,0,7.43,7.49,0.7139
002533.SZ,20260112,13.05,82,6,18,21,21,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.047,0.0294,🟢 信号确认,0,12.62,12.62,0.8257
000686.SZ,20260112,9.8,100,5,14,25,11,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0665,0.0118,🟢 信号确认,0,9.46,9.41,0.7486
605555.SH,20260112,18.76,93,5,10,21,8,15,12,15,12,ACCUMULATING,🔥 主力吸筹,-0.0523,0.0066,🟢 信号确认,0,18.44,18.79,0.6411
002737.SZ,20260112,15.1,88,5,16,12,6,15,15,12,12,WASHING,🟡 底部洗盘,-0.006,0.0,🟢 信号确认,0,15.02,14.93,0.5604
000958.SZ,20260112,6.72,83,5,18,9,6,15,15,8,12,WASHING,🟡 底部洗盘,-0.0117,-0.0045,🟢 信号确认,0,6.7,6.59,0.5121
000899.SZ,20260112,10.36,86,4,18,15,6,8,15,12,12,WASHING,🟡 底部洗盘,-0.0166,0.0,🟢 信号确认,0,10.12,10.17,0.7471
000061.SZ,20260113,9.8,115,7,14,25,25,15,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.1459,0.1176,🟢 信号确认,0,9.79,10.01,0.5152
000686.SZ,20260113,9.64,111,6,18,25,11,15,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0662,0.0106,🟢 信号确认,0,9.51,9.41,0.6146
002445.SZ,20260113,2.7,108,6,16,21,14,15,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0548,0.0114,🟢 信号确认,0,2.66,2.62,0.6526
605555.SH,20260113,18.75,96,5,10,18,14,15,12,15,12,ACCUMULATING,🔥 主力吸筹,-0.0342,0.0132,🟢 信号确认,0,18.44,18.79,0.6347
002737.SZ,20260113,15.14,88,5,16,12,6,15,15,12,12,WASHING,🟡 底部洗盘,-0.009,0.0,🟢 信号确认,0,15.07,14.93,0.6128
601827.SH,20260113,8.54,85,5,18,7,6,15,15,12,12,WASHING,🟡 底部洗盘,-0.005,0.0024,🟢 信号确认,0,8.41,8.53,0.6793
688146.SH,20260113,43.58,90,4,10,25,6,15,10,12,12,WASHING,🟡 底部洗盘,-0.1155,0.0,🟢 信号确认,0,42.57,40.73,0.5743
688697.SH,20260113,16.15,74,3,12,7,6,15,10,12,12,WASHING,🟡 底部洗盘,-0.0062,0.0,🟢 接近,1,15.73,15.33,0.6557
000061.SZ,20260114,9.94,119,7,18,25,25,15,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.1611,0.1112,🟢 信号确认,0,9.79,10.01,0.5917
300360.SZ,20260114,17.75,117,6,10,21,25,15,15,15,16,ACCUMULATING,🔥 主力吸筹,-0.0582,0.0573,🟢 信号确认,0,17.53,17.7,0.653
600835.SH,20260114,30.12,111,6,10,25,25,15,12,8,16,ACCUMULATING,🔥 主力吸筹,-0.0866,0.0938,🟢 信号确认,0,29.15,30.52,0.6983
300443.SZ,20260114,29.26,109,6,16,25,11,15,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0927,0.007,🟢 信号确认,0,28.7,28.7,0.6426
002611.SZ,20260114,19.35,103,6,16,25,8,15,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.2202,0.0085,🟢 信号确认,0,18.96,19.11,0.6497
000786.SZ,20260114,25.56,102,5,18,18,21,8,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0318,0.0213,🟢 信号确认,0,24.98,24.77,0.7663
600820.SH,20260114,6.63,91,5,16,12,6,15,15,15,12,WASHING,🟡 底部洗盘,-0.0133,-0.0046,🟢 信号确认,0,6.56,6.53,0.6544
688146.SH,20260114,43.36,95,4,10,25,11,15,10,12,12,ACCUMULATING,🔥 主力吸筹,-0.112,0.0144,🟢 信号确认,0,42.88,40.73,0.5434
002185.SZ,20260114,11.69,85,4,12,18,6,15,10,12,12,WASHING,🟡 底部洗盘,-0.0425,0.0,🟢 信号确认,0,11.52,11.09,0.5907
688697.SH,20260114,16.06,83,4,12,12,8,15,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.0196,0.0064,🟢 信号确认,0,15.83,16.22,0.5918
000065.SZ,20260114,12.07,78,4,18,6,25,10,12,-5,12,ACCUMULATING,🔥 主力吸筹,-0.0053,0.0746,🟢 信号确认,0,12.24,12.3,0.3796
601827.SH,20260114,8.43,76,4,18,12,7,15,12,0,12,WASHING,🟡 底部洗盘,-0.0051,0.0048,🟢 信号确认,0,8.43,8.53,0.5121
000061.SZ,20260115,9.94,119,7,18,25,25,15,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.16,0.1105,🟢 信号确认,0,9.85,10.01,0.5883
002484.SZ,20260115,29.99,114,6,10,25,25,15,12,15,12,ACCUMULATING,🔥 主力吸筹,-0.1706,0.0446,🟢 信号确认,0,29.75,30.01,0.5533
002611.SZ,20260115,19.2,99,6,16,25,8,15,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.2282,0.0085,🟢 信号确认,0,18.96,19.11,0.5915
000786.SZ,20260115,25.58,102,5,18,18,21,8,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.04,0.0213,🟢 信号确认,0,24.98,24.77,0.7538
002386.SZ,20260115,5.65,99,5,18,15,9,15,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0242,0.0054,🟢 信号确认,0,5.59,5.59,0.6544
002445.SZ,20260115,2.69,97,5,10,21,12,15,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0548,0.0114,🟢 信号确认,0,2.66,2.62,0.6206
605111.SH,20260115,36.86,93,5,20,15,7,15,12,12,12,WASHING,🟡 底部洗盘,-0.0237,-0.0049,🟢 信号确认,0,36.77,37.13,0.5433
688697.SH,20260115,15.97,89,5,12,18,8,15,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.0259,0.0064,🟢 信号确认,0,15.83,16.22,0.5534
002612.SZ,20260115,20.27,84,5,20,6,11,15,12,8,12,ACCUMULATING,🔥 主力吸筹,-0.0064,0.014,🟢 信号确认,0,20.25,20.37,0.5335
600820.SH,20260115,6.56,85,4,10,15,6,15,15,12,12,WASHING,🟡 底部洗盘,-0.0179,-0.0046,🟢 信号确认,0,6.56,6.53,0.5358
601827.SH,20260115,8.47,80,4,18,12,11,15,12,0,12,ACCUMULATING,🔥 主力吸筹,-0.0053,0.0072,🟢 信号确认,0,8.43,8.53,0.5609
000065.SZ,20260115,12.06,78,4,18,6,25,10,12,-5,12,ACCUMULATING,🔥 主力吸筹,-0.0056,0.0746,🟢 信号确认,0,12.24,12.3,0.3354
600757.SH,20260115,9.23,71,4,10,21,14,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.048,0.0159,🟢 接近,1,8.97,8.94,0.8156
002185.SZ,20260115,11.92,83,3,12,18,8,8,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0492,0.0052,🟢 信号确认,0,11.52,11.09,0.744
603271.SH,20260115,40.99,70,3,14,15,17,10,12,-10,12,ACCUMULATING,🔥 主力吸筹,-0.0156,0.0177,🟢 接近,1,41.32,42.04,0.4105
002588.SZ,20260115,10.0,66,3,10,15,17,8,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0188,0.0166,🟢 接近,1,9.77,9.81,0.8247
000786.SZ,20260116,25.3,107,7,18,18,21,15,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.04,0.0213,🟢 信号确认,0,24.98,24.77,0.6529
605555.SH,20260116,18.61,97,6,14,21,8,15,12,15,12,ACCUMULATING,🔥 主力吸筹,-0.0587,0.0066,🟢 信号确认,0,18.44,18.67,0.5801
300443.SZ,20260116,29.69,103,5,20,25,8,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.1689,0.007,🟢 信号确认,0,28.9,28.7,0.7068
600757.SH,20260116,8.99,103,5,10,21,14,15,15,12,16,ACCUMULATING,🔥 主力吸筹,-0.048,0.0159,🟢 信号确认,0,8.97,8.94,0.5217
000686.SZ,20260116,9.31,102,5,18,21,17,10,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.0405,0.0171,🟢 信号确认,0,9.51,9.41,0.3126
688337.SH,20260116,40.26,98,5,12,21,11,15,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0559,0.012,🟢 信号确认,0,39.54,40.01,0.6666
603271.SH,20260116,41.55,77,5,14,18,8,15,15,-5,12,ACCUMULATING,🔥 主力吸筹,-0.0361,0.0088,🟢 信号确认,0,41.5,41.5,0.5635
605111.SH,20260116,37.46,88,4,20,15,6,8,15,12,12,WASHING,🟡 底部洗盘,-0.0237,-0.0049,🟢 信号确认,0,36.77,37.13,0.708
601827.SH,20260116,8.51,80,4,18,12,11,15,12,0,12,ACCUMULATING,🔥 主力吸筹,-0.0055,0.0096,🟢 信号确认,0,8.45,8.53,0.6338
600835.SH,20260119,29.81,119,7,18,25,25,15,12,8,16,ACCUMULATING,🔥 主力吸筹,-0.0809,0.1013,🟢 信号确认,0,29.35,30.13,0.6155
605555.SH,20260119,18.77,109,6,18,21,12,15,12,15,16,ACCUMULATING,🔥 主力吸筹,-0.0596,0.0126,🟢 信号确认,0,18.55,18.79,0.6497
600757.SH,20260119,9.01,103,6,14,21,14,15,15,8,16,ACCUMULATING,🔥 主力吸筹,-0.048,0.0159,🟢 信号确认,0,8.97,8.94,0.5607
002612.SZ,20260119,20.47,97,6,16,25,6,15,15,8,12,WASHING,🟡 底部洗盘,-0.0762,0.0,🟢 信号确认,0,20.25,20.25,0.6162
002170.SZ,20260119,12.7,79,6,14,21,21,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0479,0.0357,🟢 信号确认,0,12.18,12.35,0.8477
000686.SZ,20260119,9.27,96,5,18,21,17,4,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.0405,0.0171,🟢 信号确认,0,9.51,9.41,0.2782
600186.SH,20260119,6.12,94,5,12,6,21,15,12,12,16,ACCUMULATING,🔥 主力吸筹,-0.0142,0.029,🟢 信号确认,0,6.03,6.15,0.6427
002386.SZ,20260119,5.74,88,5,18,18,9,8,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.0299,0.0054,🟢 信号确认,0,5.59,5.59,0.7702
603688.SH,20260119,39.68,88,5,10,18,6,15,15,12,12,WASHING,🟡 底部洗盘,-0.0318,0.0,🟢 信号确认,0,39.03,39.65,0.6732
603271.SH,20260119,41.88,86,5,14,21,9,15,15,0,12,ACCUMULATING,🔥 主力吸筹,-0.0404,0.0088,🟢 信号确认,0,41.5,41.86,0.6952
600871.SH,20260119,2.31,85,5,10,18,7,15,15,8,12,WASHING,🟡 底部洗盘,-0.0304,-0.0043,🟢 信号确认,0,2.29,2.3,0.5719
600835.SH,20260120,29.25,110,6,18,25,25,10,12,8,12,ACCUMULATING,🔥 主力吸筹,-0.0655,0.0939,🟢 信号确认,0,29.35,30.13,0.4683
600186.SH,20260120,6.04,98,6,16,6,21,15,12,12,16,ACCUMULATING,🔥 主力吸筹,-0.0094,0.029,🟢 信号确认,0,6.03,6.12,0.5209
600871.SH,20260120,2.33,88,6,14,18,6,15,15,8,12,WASHING,🟡 底部洗盘,-0.0317,0.0,🟢 信号确认,0,2.29,2.3,0.6696
002611.SZ,20260120,19.6,104,5,20,25,16,8,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.2331,0.0247,🟢 信号确认,0,19.11,19.41,0.7327
600757.SH,20260120,9.21,103,5,18,21,14,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0479,0.0159,🟢 信号确认,0,8.97,8.94,0.7753
002612.SZ,20260120,20.53,98,5,12,21,11,15,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0543,0.006,🟢 信号确认,0,20.25,20.49,0.6915
002990.SZ,20260120,30.16,89,5,18,15,6,15,15,8,12,WASHING,🟡 底部洗盘,-0.0154,0.0,🟢 信号确认,0,30.1,30.1,0.5349
603271.SH,20260120,41.53,87,5,18,18,9,15,15,0,12,ACCUMULATING,🔥 主力吸筹,-0.036,0.0088,🟢 信号确认,0,41.5,41.5,0.5501
603688.SH,20260120,39.2,85,5,10,18,6,15,12,12,12,WASHING,🟡 底部洗盘,-0.0318,0.0,🟢 信号确认,0,39.03,39.65,0.5016
605555.SH,20260120,19.03,80,5,18,25,14,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0672,0.0192,🟢 信号确认,0,18.55,18.79,0.8138
601827.SH,20260120,8.74,66,4,18,12,17,2,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0083,0.0144,🟢 接近,1,8.47,8.53,0.9151
600835.SH,20260121,29.37,119,7,18,25,25,15,12,8,16,ACCUMULATING,🔥 主力吸筹,-0.0839,0.0866,🟢 信号确认,0,29.35,30.13,0.5149
600666.SH,20260121,3.69,104,6,16,21,16,15,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.0408,0.0281,🟢 信号确认,0,3.66,3.71,0.6069
600757.SH,20260121,9.13,107,5,18,21,17,15,15,5,16,ACCUMULATING,🔥 主力吸筹,-0.0451,0.0181,🟢 信号确认,0,8.99,8.94,0.6516
605555.SH,20260121,19.02,107,5,18,25,14,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0672,0.0192,🟢 信号确认,0,18.55,18.79,0.7657
002611.SZ,20260121,19.67,100,5,16,25,16,8,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.2331,0.0247,🟢 信号确认,0,19.11,19.41,0.7276
603688.SH,20260121,39.79,100,5,10,18,14,15,15,12,16,ACCUMULATING,🔥 主力吸筹,-0.0337,0.0106,🟢 信号确认,0,39.23,39.65,0.6714
688337.SH,20260121,39.86,96,5,20,25,12,15,12,0,12,ACCUMULATING,🔥 主力吸筹,-0.0627,0.0179,🟢 信号确认,0,39.77,40.01,0.5544
600186.SH,20260121,6.02,91,5,18,6,21,10,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.0094,0.029,🟢 信号确认,0,6.03,6.12,0.4834
002170.SZ,20260121,12.86,78,5,10,25,25,2,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0614,0.0515,🟢 信号确认,0,12.24,12.35,0.858
002612.SZ,20260121,20.88,77,5,17,25,14,8,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0671,0.0119,🟢 信号确认,0,20.37,20.49,0.805
603299.SH,20260121,10.95,86,4,12,18,6,8,15,15,12,WASHING,🟡 底部洗盘,-0.03,-0.0046,🟢 信号确认,0,10.75,10.71,0.7167
002990.SZ,20260121,30.34,72,4,14,15,6,15,15,-5,12,ACCUMULATING,🔥 主力吸筹,-0.0164,0.005,🟢 接近,1,30.1,30.1,0.5764
688337.SH,20260122,40.19,121,7,20,25,18,15,15,12,16,ACCUMULATING,🔥 主力吸筹,-0.0641,0.0239,🟢 信号确认,0,39.77,40.01,0.6151
600835.SH,20260122,29.4,119,7,18,25,25,15,12,8,16,ACCUMULATING,🔥 主力吸筹,-0.0887,0.0794,🟢 信号确认,0,29.35,29.93,0.5114
002612.SZ,20260122,20.59,117,6,17,25,17,15,15,12,16,ACCUMULATING,🔥 主力吸筹,-0.0627,0.018,🟢 信号确认,0,20.37,20.49,0.6155
605555.SH,20260122,18.73,115,6,18,25,14,15,12,15,16,ACCUMULATING,🔥 主力吸筹,-0.0608,0.0192,🟢 信号确认,0,18.55,18.79,0.6025
002611.SZ,20260122,19.5,108,6,16,25,16,15,12,12,12,ACCUMULATING,🔥 主力吸筹,-0.2249,0.0247,🟢 信号确认,0,19.11,19.57,0.6493
600186.SH,20260122,6.09,106,6,18,12,18,15,12,15,16,ACCUMULATING,🔥 主力吸筹,-0.0198,0.0273,🟢 信号确认,0,6.03,6.12,0.601
688697.SH,20260122,16.39,106,6,12,18,21,15,12,12,16,ACCUMULATING,🔥 主力吸筹,-0.0293,0.0313,🟢 信号确认,0,16.12,16.42,0.6993
688236.SH,20260122,26.6,113,5,14,25,25,8,10,15,16,ACCUMULATING,🔥 主力吸筹,-0.1301,0.0404,🟢 信号确认,0,25.49,24.5,0.7286
600757.SH,20260122,9.16,103,5,18,21,17,8,15,8,16,ACCUMULATING,🔥 主力吸筹,-0.0451,0.0181,🟢 信号确认,0,8.99,8.94,0.7327
002990.SZ,20260122,30.7,89,5,14,15,6,15,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0164,0.005,🟢 信号确认,0,30.1,30.1,0.6537
600835.SH,20260123,29.34,110,6,18,25,25,10,12,8,12,ACCUMULATING,🔥 主力吸筹,-0.1015,0.0759,🟢 信号确认,0,29.35,29.74,0.45
688337.SH,20260123,40.87,110,6,20,25,18,8,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0641,0.0239,🟢 信号确认,0,39.77,40.01,0.7577
600757.SH,20260123,9.15,107,6,18,21,17,15,12,8,16,ACCUMULATING,🔥 主力吸筹,-0.0451,0.0181,🟢 信号确认,0,8.99,9.16,0.6767
688697.SH,20260123,16.54,72,6,16,18,21,2,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0354,0.0313,🟢 接近,1,16.12,16.42,0.8518
002612.SZ,20260123,20.92,79,5,14,25,17,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0744,0.018,🟢 信号确认,0,20.37,20.49,0.8056
688236.SH,20260123,26.91,79,5,14,25,25,8,10,12,12,ACCUMULATING,🔥 主力吸筹,-0.122,0.0404,🟢 信号确认,0,25.49,24.5,0.7962
002386.SZ,20260123,6.09,69,4,18,18,17,2,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0321,0.0163,🟢 接近,1,5.62,5.59,0.8968
688236.SH,20260126,26.61,119,7,14,25,25,15,12,12,16,ACCUMULATING,🔥 主力吸筹,-0.0977,0.0404,🟢 信号确认,0,25.49,26.69,0.6968
600666.SH,20260126,3.76,117,7,20,21,22,15,15,12,12,ACCUMULATING,🔥 主力吸筹,-0.0591,0.0484,🟢 信号确认,0,3.68,3.71,0.6971
301238.SZ,20260126,22.04,104,6,20,18,9,15,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0372,0.0069,🟢 信号确认,0,21.81,21.96,0.6492
300351.SZ,20260126,18.74,107,5,18,21,14,8,15,15,16,ACCUMULATING,🔥 主力吸筹,-0.0537,0.0171,🟢 信号确认,0,18.43,18.63,0.7359
600757.SH,20260126,9.05,104,5,18,21,17,15,12,5,16,ACCUMULATING,🔥 主力吸筹,-0.0451,0.0181,🟢 信号确认,0,8.99,9.16,0.5662
002386.SZ,20260126,6.08,72,5,18,18,21,2,10,15,12,ACCUMULATING,🔥 主力吸筹,-0.0333,0.0237,🟢 接近,1,5.62,5.59,0.8753
600835.SH,20260126,28.39,87,4,14,25,25,10,6,-5,12,ACCUMULATING,🔥 主力吸筹,-0.0971,0.0638,🟢 信号确认,0,29.35,29.74,0.3271
002990.SZ,20260126,30.18,82,4,16,15,14,15,15,-5,12,ACCUMULATING,🔥 主力吸筹,-0.0173,0.0104,🟢 信号确认,0,30.1,30.1,0.5066
600757.SH,20260127,9.0,96,6,18,21,18,15,12,0,12,ACCUMULATING,🔥 主力吸筹,-0.0424,0.0216,🟢 信号确认,0,8.99,9.16,0.5032
600654.SH,20260127,4.04,95,5,14,21,17,8,15,8,12,ACCUMULATING,🔥 主力吸筹,-0.0412,0.0129,🟢 信号确认,0,3.92,3.92,0.7001
002125.SZ,20260127,14.99,88,5,14,18,6,8,15,15,12,WASHING,🟡 底部洗盘,-0.0295,0.0,🟢 信号确认,0,14.6,14.49,0.7037
300351.SZ,20260127,19.02,74,5,14,21,14,8,15,15,12,ACCUMULATING,🔥 主力吸筹,-0.0537,0.0171,🟢 接近,1,18.43,18.63,0.8465
600835.SH,20260127,28.43,87,4,14,25,25,10,6,-5,12,ACCUMULATING,🔥 主力吸筹,-0.088,0.0561,🟢 信号确认,0,29.35,29.74,0.3332
002572.SZ,20260127,14.07,78,4,14,18,6,8,15,5,12,WASHING,🟡 底部洗盘,-0.0313,0.0,🟢 信号确认,0,13.85,13.97,0.7023
601065.SH,20260127,8.65,75,3,10,12,6,8,15,12,12,WASHING,🟡 底部洗盘,-0.0087,0.0,🟢 信号确认,0,8.51,8.44,0.7212
300351.SZ,20260128,18.45,107,6,14,21,14,15,12,15,16,ACCUMULATING,🔥 主力吸筹,-0.048,0.0171,🟢 信号确认,0,18.43,18.63,0.5034
000541.SZ,20260128,6.36,85,5,10,18,6,15,12,12,12,WASHING,🟡 底部洗盘,-0.037,-0.0047,🟢 信号确认,0,6.35,6.38,0.5225
002386.SZ,20260128,6.15,60,4,14,18,17,2,2,15,12,ACCUMULATING,🔥 主力吸筹,-0.0321,0.0163,🟢 接近,1,5.62,5.59,0.9226
