ticker,pool,signal_date,entry_date,entry_price,exit_date,exit_price,days_held,shares,partial_sold,realized_pnl,pnl_pct,entry_score,exit_reason,capital_used,dyn_signal,green_count
VAC,C,2024-02-16,2024-02-21,79.801,2024-04-10,91.938,34,125,True,1424.57,14.27,108,MA21追踪出场,9980.12,ACCUMULATING,6
SEM,C,2024-02-22,2024-02-23,14.813,2024-02-28,14.058,3,675,False,-514.17,-5.14,110,ATR止损-5.0%,10003.45,ACCUMULATING,7
TRNO,C,2024-02-26,2024-02-28,59.14,2024-03-22,59.821,17,169,False,110.05,1.1,119,横盘17天出场,9999.62,ACCUMULATING,7
WDC,C,2024-02-28,2024-02-29,44.802,2024-04-18,51.367,34,223,True,1440.7,14.41,108,MA21追踪出场,9995.94,ACCUMULATING,7
EW,C,2024-03-05,2024-03-07,93.904,2024-04-02,94.216,17,106,False,28.07,0.28,101,横盘17天出场,9958.78,ACCUMULATING,7
CUBI,C,2024-03-11,2024-03-15,49.71,2024-04-10,49.52,17,201,False,-43.01,-0.43,114,横盘17天出场,9996.64,ACCUMULATING,7
KFY,C,2024-03-25,2024-03-27,62.661,2024-04-10,59.469,9,159,False,-512.35,-5.14,108,ATR止损-5.0%,9968.1,ACCUMULATING,7
EL,C,2024-03-27,2024-03-28,148.532,2024-04-03,140.008,3,67,False,-575.82,-5.78,113,ATR止损-5.6%,9956.62,ACCUMULATING,7
SAH,C,2024-04-04,2024-04-09,50.888,2024-04-11,47.947,2,196,False,-581.18,-5.82,116,ATR止损-5.7%,9979.09,ACCUMULATING,7
HUBS,C,2024-04-15,2024-04-18,650.23,2024-05-01,595.974,9,15,False,-818.31,-8.39,123,ATR止损-8.3%,9758.32,ACCUMULATING,7
FCN,C,2024-04-18,2024-04-19,211.461,2024-05-28,215.984,26,47,False,207.48,2.09,115,横盘26天出场,9943.65,ACCUMULATING,7
MLI,C,2024-04-19,2024-04-23,56.162,2024-05-16,56.86,17,178,False,119.13,1.19,121,横盘17天出场,10001.84,ACCUMULATING,7
DVA,C,2024-04-24,2024-04-29,138.278,2024-05-03,131.233,4,72,False,-511.98,-5.14,113,ATR止损-5.0%,9961.0,ACCUMULATING,7
NTAP,C,2024-05-02,2024-05-03,100.809,2024-06-25,122.808,35,99,True,1863.56,18.66,114,持仓35天强制出场,9985.1,ACCUMULATING,7
ARMK,C,2024-05-06,2024-05-08,31.181,2024-06-03,31.407,17,320,False,67.24,0.67,110,横盘17天出场,9982.85,ACCUMULATING,7
KOS,C,2024-05-07,2024-05-09,6.176,2024-05-23,5.799,10,1619,False,-615.43,-6.15,120,ATR止损-6.0%,10004.22,ACCUMULATING,7
USFD,C,2024-05-07,2024-05-09,54.855,2024-05-31,52.06,15,182,False,-513.4,-5.14,117,ATR止损-5.0%,9988.57,ACCUMULATING,7
UMH,C,2024-05-08,2024-05-09,14.619,2024-05-23,13.874,10,684,False,-514.2,-5.14,106,ATR止损-5.0%,10004.16,ACCUMULATING,7
MP,C,2024-05-10,2024-05-14,18.438,2024-05-23,16.934,7,542,False,-820.12,-8.2,114,ATR止损-8.1%,9998.62,ACCUMULATING,7
OR,C,2024-05-13,2024-05-17,16.435,2024-06-12,16.521,17,608,False,46.89,0.47,98,横盘17天出场,9997.68,ACCUMULATING,7
KOS,C,2024-05-14,2024-05-20,6.276,2024-05-22,5.875,2,1593,False,-644.42,-6.44,117,ATR止损-6.3%,10003.1,ACCUMULATING,7
BBW,C,2024-05-22,2024-05-28,30.914,2024-05-30,29.32,2,323,False,-519.58,-5.2,110,ATR止损-5.1%,9990.07,ACCUMULATING,7
SPOT,C,2024-05-31,2024-06-03,313.934,2024-06-27,315.065,17,31,False,30.18,0.31,114,横盘17天出场,9736.81,ACCUMULATING,7
BOOT,C,2024-07-11,2024-07-15,128.859,2024-07-18,121.444,3,77,False,-575.63,-5.8,112,ATR止损-5.7%,9927.08,ACCUMULATING,7
WWW,C,2024-07-16,2024-07-19,13.333,2024-08-05,12.39,11,750,False,-711.7,-7.11,110,ATR止损-7.0%,10004.4,ACCUMULATING,6
HIG,C,2024-07-22,2024-07-26,106.571,2024-08-05,101.141,6,93,False,-509.67,-5.14,112,ATR止损-5.0%,9916.08,ACCUMULATING,7
FFIV,C,2024-07-23,2024-07-25,173.904,2024-08-07,185.864,9,57,True,915.81,9.23,102,MA10追踪出场,9917.47,ACCUMULATING,7
AXS,C,2024-07-25,2024-07-31,74.056,2024-08-05,70.283,3,135,False,-514.12,-5.14,106,ATR止损-5.0%,10002.55,ACCUMULATING,7
DD,C,2024-07-30,2024-07-31,33.868,2024-08-02,32.142,2,295,False,-513.78,-5.14,115,ATR止损-5.0%,9996.03,ACCUMULATING,7
SU,C,2024-08-01,2024-08-07,36.831,2024-09-03,37.726,18,271,False,237.49,2.38,103,横盘18天出场,9986.07,ACCUMULATING,7
CARR,C,2024-08-14,2024-08-15,67.094,2024-10-04,79.099,35,149,True,1577.15,15.77,110,持仓35天强制出场,10002.02,ACCUMULATING,7
TJX,C,2024-08-16,2024-08-21,118.175,2024-09-16,117.33,17,84,False,-75.85,-0.76,95,横盘17天出场,9931.63,ACCUMULATING,7
TDS,C,2024-08-19,2024-08-23,22.061,2024-09-06,22.82,9,453,True,468.55,4.69,107,MA10追踪出场,9998.73,ACCUMULATING,7
FCPT,C,2024-08-19,2024-08-23,24.992,2024-09-20,27.029,19,400,True,909.47,9.09,95,MA10追踪出场,10001.91,ACCUMULATING,7
RYN,C,2024-08-19,2024-08-23,25.106,2024-10-14,26.326,35,398,False,480.27,4.8,98,持仓35天强制出场,9997.32,ACCUMULATING,6
WDAY,C,2024-08-22,2024-08-23,260.21,2024-09-18,246.952,17,38,False,-508.48,-5.14,94,ATR止损-5.0%,9892.92,ACCUMULATING,7
HASI,C,2024-09-06,2024-09-12,31.533,2024-10-07,31.938,17,317,False,123.34,1.23,112,横盘17天出场,10001.08,ACCUMULATING,7
GE,C,2024-09-10,2024-09-13,176.639,2024-10-22,174.943,27,56,False,-99.88,-1.01,111,横盘27天出场,9896.74,ACCUMULATING,7
POOL,C,2024-09-12,2024-09-17,362.83,2024-10-10,352.99,17,27,False,-270.43,-2.76,117,横盘17天出场,9801.3,ACCUMULATING,7
CWK,C,2024-09-12,2024-09-13,13.423,2024-10-04,12.725,15,744,False,-524.38,-5.25,106,ATR止损-5.1%,9992.01,ACCUMULATING,7
CHRW,C,2024-09-17,2024-09-18,99.026,2024-10-31,99.797,31,100,False,72.08,0.73,109,横盘31天出场,9907.58,ACCUMULATING,7
MS,C,2024-09-19,2024-09-20,98.453,2024-10-25,112.074,25,101,True,1222.65,12.29,118,MA10追踪出场,9948.74,ACCUMULATING,7
HNI,C,2024-09-25,2024-09-30,51.54,2024-10-24,50.253,18,194,False,-254.68,-2.55,113,横盘18天出场,10003.85,ACCUMULATING,7
LHX,C,2024-09-26,2024-10-01,238.956,2024-10-24,237.39,17,41,False,-69.09,-0.7,125,横盘17天出场,9802.11,ACCUMULATING,7
NET,C,2024-10-07,2024-10-10,92.552,2024-10-23,87.11,9,108,False,-592.48,-5.92,123,ATR止损-5.8%,10000.66,ACCUMULATING,7
AGI,C,2024-10-16,2024-10-18,20.926,2024-11-04,19.86,11,477,False,-513.32,-5.14,116,ATR止损-5.0%,9986.92,ACCUMULATING,7
SA,C,2024-10-17,2024-10-18,18.789,2024-10-31,17.831,9,532,False,-514.02,-5.14,122,ATR止损-5.0%,10000.62,ACCUMULATING,7
DOC,C,2024-10-17,2024-10-23,20.839,2024-11-01,19.777,7,479,False,-513.31,-5.14,118,ATR止损-5.0%,9986.85,ACCUMULATING,7
AG,C,2024-10-17,2024-10-18,7.285,2024-11-06,6.751,13,1372,False,-736.9,-7.37,115,ATR止损-7.2%,10000.19,ACCUMULATING,7
TYL,C,2024-10-22,2024-10-24,612.282,2024-11-18,600.589,17,16,False,-191.89,-1.96,120,横盘17天出场,9801.4,ACCUMULATING,7
INCY,C,2024-10-28,2024-10-29,73.674,2024-11-14,77.652,12,135,True,739.02,7.43,113,MA10追踪出场,9950.91,ACCUMULATING,7
MFA,C,2024-10-28,2024-10-29,10.004,2024-11-06,9.494,6,999,False,-513.92,-5.14,102,ATR止损-5.0%,9998.64,ACCUMULATING,7
CHRW,C,2024-10-29,2024-10-30,106.402,2024-10-31,100.981,1,93,False,-508.86,-5.14,114,ATR止损-5.0%,9900.32,ACCUMULATING,7
PAYC,C,2024-10-29,2024-10-30,170.453,2024-11-15,217.151,12,58,True,2272.63,22.98,111,MA10追踪出场,9891.21,ACCUMULATING,7
FDP,C,2024-10-30,2024-10-31,30.59,2024-12-20,31.916,35,326,False,427.05,4.28,112,持仓35天强制出场,9977.31,ACCUMULATING,7
CBOE,C,2024-10-30,2024-10-31,211.408,2024-11-01,200.637,1,47,False,-510.96,-5.14,109,ATR止损-5.0%,9941.16,ACCUMULATING,7
NNI,C,2024-10-31,2024-11-06,123.196,2024-11-08,116.919,2,81,False,-513.16,-5.14,115,ATR止损-5.0%,9983.84,ACCUMULATING,7
ACA,C,2024-10-31,2024-11-06,102.939,2024-12-18,100.353,29,97,False,-255.69,-2.56,105,横盘29天出场,9990.09,ACCUMULATING,7
FOXA,C,2024-10-31,2024-11-04,42.432,2024-12-24,49.231,35,235,True,1521.36,15.25,100,持仓35天强制出场,9976.43,ACCUMULATING,7
CLF,C,2024-11-01,2024-11-06,13.954,2024-11-08,12.773,2,716,False,-850.42,-8.51,106,ATR止损-8.4%,9996.02,ACCUMULATING,7
TRMB,C,2024-11-04,2024-11-06,72.713,2024-11-19,69.008,9,137,False,-512.27,-5.14,99,ATR止损-5.0%,9966.61,ACCUMULATING,7
SMFG,C,2024-11-04,2024-11-06,13.565,2024-12-12,14.659,25,737,True,921.01,9.21,98,MA10追踪出场,10002.39,ACCUMULATING,7
SBH,C,2024-11-05,2024-11-06,13.233,2024-12-05,12.897,20,755,False,-258.65,-2.59,107,横盘20天出场,9996.08,ACCUMULATING,7
GFF,C,2024-11-07,2024-11-13,79.391,2024-11-14,75.346,1,125,False,-510.33,-5.14,98,ATR止损-5.0%,9928.8,ACCUMULATING,7
DE,C,2024-11-18,2024-11-21,429.163,2024-12-17,434.228,17,23,False,111.5,1.13,86,横盘17天出场,9875.69,ACCUMULATING,6
BCC,C,2024-11-21,2024-11-25,150.543,2024-12-10,140.612,10,66,False,-660.12,-6.64,104,ATR止损-6.5%,9940.83,ACCUMULATING,7
RMD,C,2024-11-21,2024-11-25,247.031,2024-12-13,234.445,13,40,False,-508.14,-5.14,99,ATR止损-5.0%,9886.19,ACCUMULATING,6
GTY,C,2024-11-22,2024-11-27,30.241,2024-12-18,28.7,14,330,False,-513.2,-5.14,77,ATR止损-5.0%,9984.59,ACCUMULATING,6
CBRE,C,2024-11-22,2024-11-25,138.829,2024-12-18,131.416,16,72,False,-538.47,-5.38,75,ATR止损-5.2%,10000.66,ACCUMULATING,6
LVS,C,2024-11-26,2024-12-02,53.619,2024-12-17,50.887,11,186,False,-512.87,-5.14,91,ATR止损-5.0%,9978.16,ACCUMULATING,7
IBN,C,2024-11-29,2024-12-05,31.681,2024-12-18,30.067,9,315,False,-513.19,-5.14,110,ATR止损-5.0%,9984.48,ACCUMULATING,7
NHC,C,2024-11-29,2024-12-02,123.484,2024-12-12,116.742,8,80,False,-544.03,-5.5,103,ATR止损-5.4%,9883.64,ACCUMULATING,7
ESRT,C,2024-12-05,2024-12-09,11.002,2024-12-18,10.442,7,908,False,-513.74,-5.14,104,ATR止损-5.0%,9995.2,ACCUMULATING,7
BDN,C,2024-12-12,2024-12-16,4.895,2024-12-18,4.564,2,2043,False,-679.83,-6.79,113,ATR止损-6.7%,10004.91,ACCUMULATING,7
MC,C,2024-12-16,2024-12-20,70.268,2025-01-27,72.199,22,142,False,269.05,2.7,112,横盘22天出场,9983.04,ACCUMULATING,7
HMC,C,2025-01-30,2025-02-04,26.885,2025-02-28,27.075,17,371,False,65.41,0.66,114,横盘17天出场,9979.43,ACCUMULATING,7
JHG,C,2025-01-30,2025-01-31,43.283,2025-02-20,41.077,13,231,False,-514.16,-5.14,112,ATR止损-5.0%,10003.26,ACCUMULATING,7
SNN,C,2025-02-06,2025-02-11,24.205,2025-03-12,27.69,20,413,True,1337.55,13.37,97,MA10追踪出场,10001.53,ACCUMULATING,7
ACI,C,2025-03-25,2025-03-31,21.347,2025-04-07,20.26,5,468,False,-513.75,-5.14,102,ATR止损-5.0%,9995.46,ACCUMULATING,7
RGLD,C,2025-06-12,2025-06-13,180.889,2025-06-27,171.673,9,55,False,-511.62,-5.14,126,ATR止损-5.0%,9953.88,ACCUMULATING,7
STT,C,2025-06-17,2025-06-18,96.69,2025-07-15,99.844,17,103,True,595.78,5.98,117,MA10追踪出场,9964.09,ACCUMULATING,7
ABT,C,2025-06-23,2025-06-24,135.451,2025-07-11,128.55,12,73,False,-508.48,-5.14,115,ATR止损-5.0%,9892.87,ACCUMULATING,7
SEE,C,2025-06-27,2025-07-02,32.379,2025-07-15,30.73,8,308,False,-512.85,-5.14,116,ATR止损-5.0%,9977.79,ACCUMULATING,7
RC,C,2025-07-09,2025-07-10,4.404,2025-07-15,4.079,3,2270,False,-742.15,-7.42,115,ATR止损-7.3%,10002.56,ACCUMULATING,7
HL,C,2025-07-10,2025-07-11,6.32,2025-07-18,5.825,5,1582,False,-788.22,-7.88,108,ATR止损-7.7%,10003.08,ACCUMULATING,7
TWLO,C,2025-07-10,2025-07-15,126.286,2025-08-08,117.915,18,79,False,-666.01,-6.67,108,ATR止损-6.5%,9981.6,ACCUMULATING,7
WPM,C,2025-07-17,2025-07-22,95.665,2025-08-14,94.037,17,104,False,-174.14,-1.75,117,横盘17天出场,9954.1,ACCUMULATING,7
RVTY,C,2025-07-17,2025-07-22,96.021,2025-07-31,89.165,7,104,False,-717.7,-7.18,112,ATR止损-7.0%,9991.17,ACCUMULATING,7
TFII,C,2025-07-28,2025-07-29,93.394,2025-07-30,88.414,1,107,False,-537.52,-5.38,117,ATR止损-5.2%,9998.12,ACCUMULATING,7
GFI,C,2025-07-30,2025-08-01,24.891,2025-08-14,28.879,9,401,True,1530.78,15.33,116,MA10追踪出场,9986.13,ACCUMULATING,7
RBA,C,2025-08-01,2025-08-07,111.121,2025-09-23,112.627,32,89,False,129.04,1.3,102,横盘32天出场,9894.71,ACCUMULATING,7
VTRS,C,2025-08-05,2025-08-07,9.109,2025-08-26,10.193,13,1097,True,1240.45,12.41,113,MA10追踪出场,9998.01,ACCUMULATING,7
THR,C,2025-08-06,2025-08-11,24.785,2025-09-08,25.345,19,403,False,220.52,2.21,112,横盘19天出场,9993.25,ACCUMULATING,7
TTC,C,2025-08-06,2025-08-12,73.806,2025-09-04,79.391,16,135,True,829.17,8.32,106,MA10追踪出场,9968.82,ACCUMULATING,7
LYV,C,2025-08-07,2025-08-08,153.283,2025-09-17,169.201,27,65,True,1061.22,10.65,111,MA10追踪出场,9968.39,ACCUMULATING,7
VIPS,C,2025-08-11,2025-08-13,15.723,2025-09-22,17.495,27,635,True,1103.37,11.05,97,MA10追踪出场,9989.36,ACCUMULATING,7
YEXT,C,2025-08-13,2025-08-18,8.809,2025-09-11,8.681,17,1135,False,-149.63,-1.5,101,横盘17天出场,10002.99,ACCUMULATING,7
BABA,C,2025-08-18,2025-08-22,123.063,2025-10-10,158.851,34,81,True,2340.81,23.47,107,MA21追踪出场,9973.08,ACCUMULATING,7
TEN,C,2025-08-19,2025-08-21,21.281,2025-10-02,21.788,29,469,False,232.64,2.33,113,横盘29天出场,9985.9,ACCUMULATING,7
PCAR,C,2025-08-20,2025-08-22,99.728,2025-09-03,94.647,7,100,False,-512.85,-5.14,113,ATR止损-5.0%,9977.82,ACCUMULATING,7
GGB,C,2025-08-22,2025-08-25,3.027,2025-09-18,3.09,17,3303,False,204.68,2.05,104,横盘17天出场,10003.11,ACCUMULATING,7
TD,C,2025-08-25,2025-08-26,74.724,2025-10-15,79.679,35,133,False,653.74,6.57,105,持仓35天强制出场,9943.21,ACCUMULATING,7
BABA,C,2025-08-27,2025-08-29,135.135,2025-10-08,180.939,27,74,True,2741.95,27.41,111,MA10追踪出场,10004.99,ACCUMULATING,7
KHC,C,2025-08-28,2025-08-29,27.106,2025-09-02,25.724,1,368,False,-512.95,-5.14,117,ATR止损-5.0%,9979.82,ACCUMULATING,7
MMM,C,2025-09-05,2025-09-11,158.236,2025-10-06,154.415,17,63,False,-245.64,-2.46,109,横盘17天出场,9973.88,ACCUMULATING,7
AON,C,2025-09-09,2025-09-11,372.622,2025-09-18,353.637,5,26,False,-498.21,-5.14,113,ATR止损-5.0%,9693.02,ACCUMULATING,7
AIR,C,2025-09-18,2025-09-23,78.428,2025-09-24,74.432,1,127,False,-512.21,-5.14,118,ATR止损-5.0%,9965.38,ACCUMULATING,7
ACB,C,2025-09-24,2025-09-29,6.236,2025-09-30,5.843,1,1603,False,-635.34,-6.35,122,ATR止损-6.2%,10001.68,ACCUMULATING,7
CVNA,C,2025-09-26,2025-09-29,393.053,2025-10-07,363.48,6,25,False,-743.87,-7.57,120,ATR止损-7.4%,9831.23,ACCUMULATING,7
AES,C,2025-09-29,2025-10-01,15.014,2025-10-02,14.249,1,666,False,-514.23,-5.14,115,ATR止损-5.0%,10004.62,ACCUMULATING,7
NNI,C,2025-10-01,2025-10-02,130.866,2025-10-27,130.585,17,76,False,-26.34,-0.26,109,横盘17天出场,9950.78,ACCUMULATING,7
MXL,C,2025-10-08,2025-10-14,16.897,2025-10-24,15.145,8,591,False,-1040.09,-10.41,120,ATR止损-10.3%,9991.05,ACCUMULATING,7
FLR,C,2025-10-09,2025-10-13,47.267,2025-11-05,47.363,17,211,False,15.13,0.15,107,横盘17天出场,9978.37,ACCUMULATING,7
EDU,C,2025-10-10,2025-10-15,58.488,2025-10-28,54.993,9,170,False,-598.83,-6.02,115,ATR止损-5.9%,9948.0,ACCUMULATING,7
APH,C,2025-10-10,2025-10-15,125.236,2025-11-04,136.032,14,79,True,926.34,9.36,111,MA10追踪出场,9898.6,ACCUMULATING,7
IFS,C,2025-10-14,2025-10-17,40.921,2025-11-11,40.689,17,244,False,-61.48,-0.62,101,横盘17天出场,9989.69,ACCUMULATING,6
TEN,C,2025-10-17,2025-10-23,23.994,2025-11-21,24.625,21,416,False,257.53,2.58,114,横盘21天出场,9986.48,ACCUMULATING,7
ATI,C,2025-10-20,2025-10-23,89.64,2025-11-06,96.114,10,111,True,799.02,8.03,118,MA10追踪出场,9954.97,ACCUMULATING,7
NBR,C,2025-10-20,2025-10-23,46.426,2025-11-12,48.392,14,215,True,668.27,6.69,106,MA10追踪出场,9986.66,ACCUMULATING,7
CABO,C,2025-10-21,2025-10-23,158.789,2025-10-30,142.903,5,62,False,-989.31,-10.04,109,ATR止损-9.9%,9849.82,ACCUMULATING,7
YELP,C,2025-10-30,2025-10-31,33.013,2025-11-04,31.331,2,302,False,-512.7,-5.14,105,ATR止损-5.0%,9974.9,ACCUMULATING,7
CNO,C,2025-11-03,2025-11-04,41.006,2025-11-28,40.547,17,243,False,-116.31,-1.17,104,横盘17天出场,9969.36,ACCUMULATING,7
PFSI,C,2025-11-18,2025-11-21,125.972,2026-01-14,146.74,35,79,True,1557.6,15.64,88,持仓35天强制出场,9956.75,ACCUMULATING,6
APO,C,2025-11-28,2025-12-03,134.087,2025-12-29,146.524,17,74,True,987.98,9.95,97,MA10追踪出场,9927.38,ACCUMULATING,7
IRT,C,2025-12-04,2025-12-10,16.467,2026-01-13,16.879,22,607,False,245.12,2.45,103,横盘22天出场,10000.56,ACCUMULATING,7
AIR,C,2025-12-04,2025-12-10,82.332,2026-02-02,107.892,35,121,True,2420.8,24.29,90,持仓35天强制出场,9967.18,ACCUMULATING,7
BGS,C,2025-12-05,2025-12-10,4.44,2025-12-22,4.18,8,2252,False,-589.69,-5.89,97,ATR止损-5.8%,10004.22,ACCUMULATING,7
CRI,C,2025-12-08,2025-12-10,33.142,2026-01-07,34.068,18,301,False,273.47,2.74,103,横盘18天出场,9980.86,ACCUMULATING,7
PDM,C,2025-12-11,2025-12-12,8.539,2026-01-08,8.482,17,1171,False,-71.74,-0.72,98,横盘17天出场,10003.62,ACCUMULATING,7
AEM,C,2025-12-15,2025-12-19,174.072,2026-01-30,189.969,27,57,True,973.23,9.8,120,MA10追踪出场,9927.08,ACCUMULATING,7
GTX,C,2025-12-15,2025-12-18,17.219,2026-02-10,19.324,35,580,True,1186.51,11.87,108,持仓35天强制出场,9992.21,ACCUMULATING,7
JKS,C,2025-12-26,2026-01-02,27.968,2026-01-20,25.579,11,357,False,-857.25,-8.58,93,ATR止损-8.4%,9989.55,ACCUMULATING,7
GAU,C,2025-12-29,2025-12-30,2.593,2026-01-30,2.657,21,3857,True,501.23,5.01,116,MA10追踪出场,10004.62,ACCUMULATING,7
GFI,C,2025-12-29,2026-01-05,43.216,2026-01-30,48.653,18,231,True,1207.76,12.09,112,MA10追踪出场,9987.82,ACCUMULATING,7
WMS,C,2025-12-29,2026-01-02,149.622,2026-01-28,151.669,17,66,False,130.05,1.32,97,横盘17天出场,9880.01,ACCUMULATING,6
TXN,C,2026-01-05,2026-01-06,191.045,2026-01-08,181.311,2,52,False,-510.87,-5.14,117,ATR止损-5.0%,9939.31,ACCUMULATING,7
SITE,C,2026-01-06,2026-01-09,140.6,2026-02-18,152.238,26,71,True,1009.88,10.11,111,MA10追踪出场,9987.62,ACCUMULATING,7
DXCM,C,2026-01-09,2026-01-12,71.051,2026-02-05,69.82,17,140,False,-177.21,-1.78,127,横盘17天出场,9952.11,ACCUMULATING,7
BTG,C,2026-01-13,2026-01-20,4.896,2026-01-30,4.901,8,2042,True,285.85,2.86,111,成本止损,10002.72,ACCUMULATING,7
SBH,C,2026-01-16,2026-01-20,16.066,2026-02-13,16.304,18,622,False,142.74,1.43,112,横盘18天出场,9998.08,ACCUMULATING,7
IP,C,2026-01-20,2026-01-23,42.657,2026-01-29,39.736,4,234,False,-688.17,-6.89,118,ATR止损-6.8%,9986.83,ACCUMULATING,7
LII,C,2026-01-20,2026-01-21,515.423,2026-01-28,483.924,5,19,False,-603.08,-6.16,116,ATR止损-6.0%,9797.93,ACCUMULATING,7
GM,C,2026-01-22,2026-01-27,86.262,2026-02-09,81.805,9,115,False,-517.29,-5.21,112,ATR止损-5.1%,9925.1,ACCUMULATING,7
APD,C,2026-01-27,2026-01-30,271.073,2026-02-25,278.275,17,36,False,254.26,2.6,119,横盘17天出场,9763.5,ACCUMULATING,7
POOL,C,2026-01-29,2026-02-04,259.135,2026-02-19,245.932,10,38,False,-506.38,-5.14,115,ATR止损-5.0%,9852.06,ACCUMULATING,7
BIIB,C,2026-01-29,2026-02-04,185.635,2026-03-02,187.862,17,53,False,113.03,1.15,112,横盘17天出场,9843.6,ACCUMULATING,7
RPM,C,2026-01-30,2026-02-03,110.543,2026-02-27,113.423,17,90,False,254.1,2.55,107,横盘17天出场,9953.87,ACCUMULATING,7
CAH,C,2026-02-04,2026-02-05,226.857,2026-02-12,215.299,5,44,False,-513.31,-5.14,111,ATR止损-5.0%,9986.71,ACCUMULATING,7
CBL,C,2026-02-06,2026-02-12,35.826,2026-03-12,36.501,19,279,False,183.39,1.83,108,横盘19天出场,10000.43,ACCUMULATING,7
ES,C,2026-02-10,2026-02-13,72.665,2026-03-11,73.866,17,137,False,159.47,1.6,116,横盘17天出场,9960.1,ACCUMULATING,7
PBI,C,2026-02-11,2026-02-18,11.039,2026-02-19,10.476,1,905,False,-513.74,-5.14,106,ATR止损-5.0%,9995.1,ACCUMULATING,7
ELAN,C,2026-02-20,2026-02-24,26.406,2026-03-03,24.786,5,378,False,-617.24,-6.18,81,ATR止损-6.0%,9986.6,ACCUMULATING,6
